Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,01/04/2014,"1,568.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,30/04/2014,150.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,30/04/2014,150.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,ROSEMONT BUILDING CONTRACTORS,30/04/2014,745.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,30/04/2014,150.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,30/04/2014,150.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,AIDS & ADAPTIONS LTD,30/04/2014,"2,494.70",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,AIDS & ADAPTIONS LTD,30/04/2014,"2,183.48",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,30/04/2014,"4,276.97",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,30/04/2014,"1,600.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,30/04/2014,150.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,30/04/2014,150.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,30/04/2014,150.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,10/04/2014,350.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,10/04/2014,"1,600.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,AIDS & ADAPTIONS LTD,16/04/2014,"3,720.48",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,16/04/2014,382.50,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,Astor Bannerman (Medical) Ltd,16/04/2014,"3,198.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,PRISM MEDICAL WESTHOLME DIVISION,16/04/2014,"1,944.40",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,ROSEMONT BUILDING CONTRACTORS,24/04/2014,"3,034.75",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,ADDISON & LANS LTD,24/04/2014,"1,498.35",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,AIDS & ADAPTIONS LTD,24/04/2014,"6,946.52",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,PRISM MEDICAL WESTHOLME DIVISION,24/04/2014,"2,331.76",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THREE PINES BUILDING CO LTD,24/04/2014,358.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,24/04/2014,"4,232.06",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,WREKIN DRAIN SERVICES LTD,24/04/2014,468.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,24/04/2014,"1,600.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,City Demolition,24/04/2014,"63,946.99",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDST,Capital Expenditure,Acquisition of land & existing buildings,WREKIN HOUSING TRUST,22/04/2014,"500,000.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,CM Utilities Ltd,23/04/2014,"2,285.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,23/04/2014,450.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,23/04/2014,"25,660.30",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,24/04/2014,"5,756.32",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,BUSINESS WATCH GUARDING LIMITED,24/04/2014,600.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAB,Supplies & Services,Marketing & Publicity,Good2Great Ltd,07/04/2014,400.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAB,Supplies & Services,Marketing & Publicity,Breeze Strategy,07/04/2014,"2,500.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAB,Supplies & Services,Marketing & Publicity,LIGHTSOURCE AV,07/04/2014,375.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAB,Supplies & Services,Marketing & Publicity,Breeze Strategy,07/04/2014,"3,750.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAB,Supplies & Services,Marketing & Publicity,Breeze Strategy,07/04/2014,"2,250.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAB,Supplies & Services,Web Services,Ascendancy Internet Marketing Ltd,23/04/2014,120.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAB,Premises-Related Expenditure,Hire Of Rooms,THE FURNITURE SCHEME,23/04/2014,133.25,,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAX,Supplies & Services,Consultancy,Good2Great Ltd,07/04/2014,"10,400.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAX,Supplies & Services,Other Grants (Expenses),Jovian Media Limited,07/04/2014,800.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAG,Supplies & Services,Marketing & Publicity,Select Silverware Limited,07/04/2014,443.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAJ,Supplies & Services,Business Sector Development,SHROPSHIRE COUNCIL,22/04/2014,"5,866.39",,,,,,,,
"Development, Business & Employment",Business & Development Planning,AEAD,Supplies & Services,Web Services,New Vision Group,23/04/2014,"5,000.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,DDAK,Supplies & Services,Consultants Fees,IRONBRIDGE GORGE MUSEUM TRUST LTD,09/04/2014,"9,123.29",,,,,,,,
"Development, Business & Employment",Business & Development Planning,DDAK,Supplies & Services,Consultants Fees,IRONBRIDGE GORGE MUSEUM TRUST LTD,02/04/2014,"9,326.03",,,,,,,,
"Development, Business & Employment",Business & Development Planning,DHBB,Supplies & Services,Other Grants (Expenses),Carillion Energy Services Ltd,07/04/2014,"1,500.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,DHBB,Supplies & Services,Other Grants (Expenses),Carillion Energy Services Ltd,09/04/2014,687.50,,,,,,,,
"Development, Business & Employment",Business & Development Planning,DHBB,Supplies & Services,Other Grants (Expenses),Carillion Energy Services Ltd,09/04/2014,"13,872.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,DHBB,Supplies & Services,Other Grants (Expenses),Green Deal Advice Midlands GDAM,08/04/2014,"1,080.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,DHAX,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,23/04/2014,173.60,,,,,,,,
"Development, Business & Employment",Business & Development Planning,DSAE,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,29/04/2014,212.20,,,,,,,,
"Development, Business & Employment",Business & Development Planning,EWAJ,Supplies & Services,Subscriptions,UK Local Authority World Heritage Forum (CA3 8QG),08/04/2014,500.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,EWAJ,Supplies & Services,Computer Software (Maint),EXEGESIS SDM,02/04/2014,239.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,EWAJ,Employees,Professional Subs,THE INSTITUTE OF LOGISTICS & TRANSPORT,04/04/2014,165.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,EWAJ,Supplies & Services,Stationery,STANFORD MARSH FINANCE LTD,03/04/2014,137.50,,,,,,,,
"Development, Business & Employment",Business & Development Planning,EWAJ,Supplies & Services,Research Surveys,Fran Raybould Associates,15/04/2014,"5,000.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,EWAJ,Supplies & Services,Subsistence,M H ELCOCK & SON LTD T/A ELCOCK REISEN,30/04/2014,225.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAK,Employees,Employee Costs Recharged,PARK LANE CENTRE,24/04/2014,"1,155.00",,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAK,Premises-Related Expenditure,Non Domestic Rates,PARK LANE CENTRE,24/04/2014,364.00,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAK,Premises-Related Expenditure,Non Domestic Rates,PARK LANE CENTRE,24/04/2014,283.97,,,,,,,,
"Development, Business & Employment",Business & Development Planning,WDAK,Supplies & Services,Legal Expenses,Towler Shaw Roberts,24/04/2014,900.00,,,,,,,,
"Development, Business & Employment",Development Management,DDAG,Supplies & Services,Print & Data Services (Print Room) - Charges,RESOLUTION DATA MANAGEMENT LTD,04/04/2014,156.87,,,,,,,,
"Development, Business & Employment",Development Management,DDAG,Supplies & Services,Print & Data Services (Print Room) - Charges,RESOLUTION DATA MANAGEMENT LTD,17/04/2014,126.99,,,,,,,,
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,08/04/2014,510.00,,,,,,,,
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,08/04/2014,-255.00,,,,,,,,
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,TDR Heating & Ventilation Engineers,01/04/2014,"34,330.47",,,,,,,,
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Plan Environment Services Fees,ForwardEnergy,01/04/2014,774.00,,,,,,,,
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,SPACEOASIS LTD,02/04/2014,758.81,,,,,,,,
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,SENATOR INTERNATIONAL,02/04/2014,"3,070.29",,,,,,,,
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,SPACEOASIS LTD,02/04/2014,"5,209.35",,,,,,,,
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,NYKE ENERGY SERVICES LIMITED,02/04/2014,"6,033.00",,,,,,,,
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Plan Environment Services Fees,ForwardEnergy,28/04/2014,750.00,,,,,,,,
"Development, Business & Employment",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,NORTHGATE INFORMATION SOLUTIONS UK LTD,02/04/2014,"1,537.46",,,,,,,,
"Development, Business & Employment",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,George Birchall Limited,16/04/2014,"10,019.54",,,,,,,,
"Development, Business & Employment",Property & Design,WPMD,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,11/04/2014,165.00,,,,,,,,
"Development, Business & Employment",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,09/04/2014,350.00,,,,,,,,
"Development, Business & Employment",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,H&S Decorations LTD,09/04/2014,"1,526.38",,,,,,,,
"Development, Business & Employment",Property & Design,WFAM,Capital Expenditure,Payments to Contractor,COOPER & WILLIAMS LTD,09/04/2014,"17,903.25",,,,,,,,
"Development, Business & Employment",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,11/04/2014,-393.49,,,,,,,,
"Development, Business & Employment",Property & Design,WGBS,Capital Expenditure,Other Capital Expenditure,The Bambach Saddle Seat Ltd,08/04/2014,961.00,,,,,,,,
"Development, Business & Employment",Property & Design,WGBS,Capital Expenditure,Other Capital Expenditure,JCM SEATING SOLUTIONS,08/04/2014,"2,105.83",,,,,,,,
"Development, Business & Employment",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,EMECH Consultants Ltd,11/04/2014,"2,820.00",,,,,,,,
"Development, Business & Employment",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,EMECH Consultants Ltd,11/04/2014,"2,640.00",,,,,,,,
"Development, Business & Employment",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,EMECH Consultants Ltd,11/04/2014,"7,110.00",,,,,,,,
"Development, Business & Employment",Property & Design,WGBS,Capital Expenditure,Other Capital Expenditure,JCM SEATING SOLUTIONS,08/04/2014,"1,115.75",,,,,,,,
"Development, Business & Employment",Property & Design,WGBS,Capital Expenditure,Fixtures & Fittings & Equipment,SPECIALIST COMPUTERS CENTRES PLC,01/04/2014,437.18,,,,,,,,
"Development, Business & Employment",Property & Design,WFBH,Capital Expenditure,Payments to Contractor,OLIVEJOYCE LTD,01/04/2014,448.00,,,,,,,,
"Development, Business & Employment",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,TEAGUES BRIDGE PRE-SCHOOL,02/04/2014,161.97,,,,,,,,
"Development, Business & Employment",Property & Design,WPIR,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,28/04/2014,"1,843.91",,,,,,,,
"Development, Business & Employment",Property & Design,WFBH,Capital Expenditure,Payments to Contractor,OLIVEJOYCE LTD,30/04/2014,756.00,,,,,,,,
"Development, Business & Employment",Property & Design,WGCB,Capital Expenditure,Payments to Contractor,DAVIES SPORTS,30/04/2014,138.45,,,,,,,,
"Development, Business & Employment",Property & Design,WPMD,Capital Expenditure,Payments to Contractor,GRA-BERN,15/04/2014,"1,876.88",,,,,,,,
"Development, Business & Employment",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/04/2014,500.00,,,,,,,,
"Development, Business & Employment",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/04/2014,"1,258.02",,,,,,,,
"Development, Business & Employment",Property & Design,WPAD,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,15/04/2014,"1,562.79",,,,,,,,
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,15/04/2014,"4,900.00",,,,,,,,
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,West Mercia Energy (WME),15/04/2014,"1,275.94",,,,,,,,
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,West Mercia Energy (WME),15/04/2014,674.55,,,,,,,,
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,West Mercia Energy (WME),15/04/2014,"2,513.52",,,,,,,,
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,West Mercia Energy (WME),15/04/2014,"2,357.82",,,,,,,,
"Development, Business & Employment",Property & Design,WGCB,Capital Expenditure,Payments to Contractor,PODS,15/04/2014,290.34,,,,,,,,
"Development, Business & Employment",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DAVID ROGERS ELECTRICAL CONTRACTORS LTD,02/04/2014,250.00,,,,,,,,
"Development, Business & Employment",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,Iso Covers Ltd,04/04/2014,615.50,,,,,,,,
"Development, Business & Employment",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,SDT ELECTRICAL LTD,16/04/2014,228.22,,,,,,,,
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,Baart Harries Newall,25/04/2014,"33,867.29",,,,,,,,
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,24/04/2014,495.00,,,,,,,,
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,24/04/2014,467.50,,,,,,,,
"Development, Business & Employment",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,Baart Harries Newall,24/04/2014,"4,800.00",,,,,,,,
"Development, Business & Employment",Property & Design,WPSL,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,09/04/2014,"4,000.00",,,,,,,,
"Development, Business & Employment",Property & Design,WPSM,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,02/04/2014,260.27,,,,,,,,
"Development, Business & Employment",Property & Design,WXTB,Capital Expenditure,Payments to Contractor,PYRAMID SCHOOLS (HADLEY) LTD,08/04/2014,117.65,,,,,,,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,PAVE AWAYS LTD,11/04/2014,"86,908.08",,,,,,,,
"Development, Business & Employment",Property & Design,WPND,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,24/04/2014,495.00,,,,,,,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,ALAN BROUGH ASSOCIATES,24/04/2014,"2,250.00",,,,,,,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,24/04/2014,495.00,,,,,,,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,24/04/2014,137.50,,,,,,,,
"Development, Business & Employment",Property & Design,WPSL,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,24/04/2014,"7,356.00",,,,,,,,
"Development, Business & Employment",Property & Design,WPND,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,24/04/2014,302.50,,,,,,,,
"Development, Business & Employment",Property & Design,CAAG,Employees,Agency Supply Costs,RACS Collective Limited,11/04/2014,765.84,,,,,,,,
"Development, Business & Employment",Property & Design,CAAG,Supplies & Services,Subscriptions,RICS BUSINESS SERVICES,01/04/2014,761.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAG,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,02/04/2014,117.11,,,,,,,,
"Development, Business & Employment",Property & Design,CAAG,Employees,Agency Supply Costs,RACS Collective Limited,25/04/2014,752.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAG,Employees,Agency Supply Costs,RACS Collective Limited,16/04/2014,338.56,,,,,,,,
"Development, Business & Employment",Property & Design,CAAG,Supplies & Services,Consultants Fees,MEDIATION WORKS (IN LIQUIDATION),17/04/2014,"-1,000.00",,,,,,,,
"Development, Business & Employment",Property & Design,CAAG,Supplies & Services,Consultants Fees,MEDIATION WORKS (IN LIQUIDATION),17/04/2014,"-1,601.50",,,,,,,,
"Development, Business & Employment",Property & Design,CAAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,25/04/2014,410.48,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,02/04/2014,490.68,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRITISH GAS SERVICES (COMMERCIAL) LTD,02/04/2014,315.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,02/04/2014,308.07,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,02/04/2014,457.39,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,02/04/2014,"1,023.40",,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,02/04/2014,128.50,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,02/04/2014,105.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,G LEDDINGTON (ELECTRICAL) LTD,02/04/2014,176.60,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,02/04/2014,423.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,02/04/2014,178.78,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WATERCLEAN SERVICES LTD,02/04/2014,600.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WATERCLEAN SERVICES LTD,02/04/2014,600.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,BRITISH GAS SERVICES (COMMERCIAL) LTD,02/04/2014,346.50,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,02/04/2014,262.62,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,02/04/2014,128.50,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,J.A.K. WATER SYSTEMS LTD,02/04/2014,413.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,02/04/2014,240.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,02/04/2014,698.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,02/04/2014,372.10,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,02/04/2014,105.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,02/04/2014,105.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,02/04/2014,754.60,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,08/04/2014,148.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,E DAVIES & SON,08/04/2014,212.69,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRA-BERN,08/04/2014,180.20,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,J.A.K. WATER SYSTEMS LTD,08/04/2014,405.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,08/04/2014,133.30,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,08/04/2014,108.56,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,08/04/2014,449.38,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,08/04/2014,100.14,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,08/04/2014,139.68,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,KOHLER MIRA LIMITED,08/04/2014,222.15,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,08/04/2014,424.58,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,08/04/2014,352.26,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,03/04/2014,"2,863.61",,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,03/04/2014,"2,810.00",,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CONCEPT ELEVATORS (MIDLANDS) LIMITED,24/04/2014,126.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,03/04/2014,106.50,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,02/04/2014,168.50,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,02/04/2014,214.50,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,02/04/2014,195.00,,,,,,,,
"Development, Business & Employment",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,G LEDDINGTON (ELECTRICAL) LTD,02/04/2014,206.40,,,,,,,,
