Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Direct Health Homecare Limited,30/01/2018, 103.46 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Direct Health Homecare Limited,30/01/2018, 118.24 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,30/01/2018, 341.61 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Caretech LTD T/A Inspire (Acorn House),30/01/2018," 3,945.90 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Caretech LTD T/A Inspire (Acorn House),30/01/2018," 3,945.90 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,PROGRESS CHILDREN'S SERVICES LTD,30/01/2018, 590.00 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Caretech LTD T/A Inspire (Acorn House),30/01/2018, 704.90 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Caretech LTD T/A Inspire (Acorn House),30/01/2018," 7,497.21 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Caretech LTD T/A Inspire (Acorn House),30/01/2018, 839.79 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Caretech LTD T/A Inspire (Acorn House),30/01/2018, 826.28 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Caretech LTD T/A Inspire (Acorn House),30/01/2018, 111.30 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Caretech LTD T/A Inspire (Acorn House),30/01/2018, 744.52 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Agency Services,Caretech LTD T/A Inspire (Acorn House),30/01/2018," 1,062.39 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,11/01/2018, 180.00 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,11/01/2018, 445.50 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Employees,Training Expenses,Institute of Family Therapy,31/01/2018, 140.00 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Income,Fees & Charges General,UNIVERSITY OF WOLVERHAMPTON ,31/01/2018, 669.00 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Employees,Training Expenses,MEETING POINT TRUST LTD,31/01/2018, 290.20 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Employees,Training Expenses,SHROPSHIRE COUNCIL ,31/01/2018," 1,250.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Supportive Lodgings,Keys 16 Plus ILS Ltd,04/01/2018," 1,996.34 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Supportive Lodgings,Swanton Care & Community Ltd (Darwin Community Support),04/01/2018,"-2,844.68 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Supportive Lodgings,Swanton Care & Community Ltd (Darwin Community Support),04/01/2018," 8,850.12 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Supportive Lodgings,Teen Support Services Ltd,05/01/2018," 3,077.68 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Other Travel,ARRIVA MIDLANDS NORTH LTD ,26/01/2018," 3,180.80 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,CL - Basic Allowance,Monarch Intervention Services Ltd,23/01/2018, 115.80 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,CL - Basic Allowance,Monarch Intervention Services Ltd,23/01/2018," 2,050.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,CL - Basic Allowance,Keys 16 Plus ILS Ltd,02/01/2018, 256.37 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transfer Payments,Leaving Care Grant,Shropshire Community Project aka The Furniture People,18/01/2018, 217.00 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transfer Payments,Leaving Care Grant,BOURNVILLE VILLAGE TRUST,31/01/2018, 224.57 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transfer Payments,Leaving Care Grant,DAWLEY BARGAIN CENTRE,30/01/2018, 185.00 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,MOORLAND NURSERY SCHOOL,26/01/2018, 178.96 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Parental Access Travel,FAMILIES@FAMILYCARE ,04/01/2018, 106.44 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Parental Access Travel,FAMILIES@FAMILYCARE ,04/01/2018, 111.50 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Parental Access Travel,FAMILIES@FAMILYCARE ,04/01/2018, 111.00 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,11/01/2018,-521.62 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Children Always First,15/01/2018," 2,929.50 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,15/01/2018," 3,167.27 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,15/01/2018," 3,348.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,15/01/2018," 3,279.11 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Childcare Bureau,15/01/2018," 4,981.95 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Childcare Bureau,15/01/2018," 4,654.45 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,REGIONAL FOSTER PLACEMENTS,16/01/2018," 3,210.67 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,16/01/2018," 3,210.67 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,16/01/2018," 2,949.34 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Children Always First,16/01/2018," 2,770.07 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,16/01/2018," 3,449.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,23/01/2018," 3,000.74 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,23/01/2018," 3,000.74 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,23/01/2018," 4,915.79 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Childcare Bureau,23/01/2018," 4,047.98 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,23/01/2018," 3,136.42 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,23/01/2018," 5,247.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,22/01/2018," 3,604.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Abacus Fostering Limited,23/01/2018," 4,384.29 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,23/01/2018," 3,264.30 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,23/01/2018," 5,380.67 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,24/01/2018," 2,793.14 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,24/01/2018," 2,793.10 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ABC FOSTERING SERVICES LTD,10/01/2018," 3,454.29 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ABC FOSTERING SERVICES LTD,10/01/2018," 3,433.03 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Children Always First,02/01/2018," 3,631.43 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Children Always First,02/01/2018," 3,255.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Children Always First,02/01/2018," 3,476.43 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Children Always First,03/01/2018," 3,372.13 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,03/01/2018," 3,619.25 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,By The Bridge,22/01/2018," 4,424.14 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,22/01/2018," 3,264.30 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,COMPASS FOSTERING CENTRAL LTD,22/01/2018," 3,309.56 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,22/01/2018," 3,317.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NEXUS FOSTERING,22/01/2018," 3,162.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,NEXUS FOSTERING,22/01/2018," 3,602.20 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,The Children's Family Trust,22/01/2018," 3,321.34 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,22/01/2018," 3,498.66 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,22/01/2018," 3,498.66 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,22/01/2018," 6,532.01 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,22/01/2018," 3,198.27 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,22/01/2018," 3,449.68 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,22/01/2018," 4,113.97 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,22/01/2018," 3,376.74 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,22/01/2018," 2,767.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,22/01/2018," 3,449.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,23/01/2018," 3,493.70 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,23/01/2018," 3,363.37 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,23/01/2018," 5,513.66 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Match Foster Care Ltd,23/01/2018," 4,366.66 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,18/01/2018," 5,247.86 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Children Always First,04/01/2018," 2,929.50 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Children Always First,04/01/2018," 2,770.07 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,04/01/2018," 6,620.67 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,19/01/2018," 3,497.73 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,05/01/2018," 3,542.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,ORANGE GROVE FOSTERCARE LTD,23/01/2018," 3,498.66 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,23/01/2018," 3,493.70 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,24/01/2018," 5,247.86 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,24/01/2018," 2,922.64 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,24/01/2018," 4,362.14 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,25/01/2018," 3,216.23 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,25/01/2018," 2,962.32 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,25/01/2018," 2,962.32 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,25/01/2018," 5,247.86 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,25/01/2018," 1,532.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,25/01/2018,-875.28 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE ,26/01/2018," 3,619.25 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Prospects for Young People Ltd,29/01/2018," 3,568.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,30/01/2018,"-1,026.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Translation Services,Premium Linguistic Services,17/01/2018, 180.00 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Legal Expenses,Mortimers,04/01/2018, 452.58 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Legal Expenses,Mortimers,04/01/2018, 490.23 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,WOODSIDE MEDICAL PRACTICE,25/01/2018, 110.10 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,CHILDCARE SOS,11/01/2018, 562.50 
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,11/01/2018," 4,508.52 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,15/01/2018," 12,599.29 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Positive Outcomes Childcare Ltd,15/01/2018," 11,992.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,CARE TODAY CHILDRENS SERVICES,16/01/2018," 3,046.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,23/01/2018," 15,721.34 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Options College Shifnal (BESD (1)),23/01/2018,"-11,878.35 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Positive Outcomes Childcare Ltd,23/01/2018," 9,742.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Cora Foundation,18/01/2018," 23,928.50 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Unity Residential Care Services Ltd,22/01/2018," 12,772.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,NEW HORIZONS CHILD CARE LTD,22/01/2018," 15,057.01 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Future in Mind Ltd,22/01/2018," 15,500.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Oracle Care Limited,22/01/2018," 19,928.57 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Quality Protects Children Ltd,04/01/2018," 19,650.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Bryn Melyn Care Ltd,04/01/2018," 13,050.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Positive Outcomes Childcare Ltd,04/01/2018," 12,842.99 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Positive Outcomes Childcare Ltd,04/01/2018," 3,278.61 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,AMBERLEIGH CARE LIMITED,04/01/2018," 14,312.70 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,MGM CARE SERVICES LTD,24/01/2018," 11,957.01 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Northumberland County Council,25/01/2018," 25,885.00 "
Children's Safeguarding,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Acorns,26/01/2018," 15,450.00 "
Children's Safeguarding,Safeguarding Advisory,Employees,Agency Supply Costs,EDEN BROWN LTD,16/01/2018," 4,500.00 "
Children's Safeguarding,Safeguarding Advisory,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,30/01/2018, 269.28 
Children's Safeguarding,Safeguarding Advisory,Supplies & Services,Conference Expenses,NWG Network,16/01/2018, 265.36 
Children's Safeguarding,Safeguarding Advisory,Supplies & Services,Supportive Lodgings,Select Care Solutions Ltd,15/01/2018, 895.93 
Children's Safeguarding,Safeguarding Advisory,Supplies & Services,CL - Basic Allowance,Select Care Solutions Ltd,18/01/2018, 292.85 
Children's Safeguarding,Safeguarding Advisory,Supplies & Services,Supportive Lodgings,Select Care Solutions Ltd,18/01/2018," 1,350.00 "
Children's Safeguarding,Safeguarding Advisory,Supplies & Services,CL - Basic Allowance,Select Care Solutions Ltd,22/01/2018, 231.60 
Children's Safeguarding,Safeguarding Advisory,Supplies & Services,Supportive Lodgings,Select Care Solutions Ltd,22/01/2018, 664.33 
Children's Safeguarding,Safeguarding Advisory,Supplies & Services,Supportive Lodgings,Select Care Solutions Ltd,22/01/2018," 1,395.00 "
Children's Safeguarding,Safeguarding Advisory,Supplies & Services,CL - Basic Allowance,Select Care Solutions Ltd,04/01/2018,-463.20 
Children's Safeguarding,Safeguarding Advisory,Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,30/01/2018," 3,264.30 "
Children's Safeguarding,Safeguarding Advisory,Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,30/01/2018,"-2,106.00 "
Children's Safeguarding,Safeguarding Advisory,Third Party Payments,External Foster Care Payments,FOSTER CARE ASSOCIATES LTD,30/01/2018," 2,242.50 "
Children's Safeguarding,Safeguarding Advisory,Supplies & Services,Conference Expenses,Ministry of Justice,23/01/2018, 240.00 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/01/2018, 108.74 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/01/2018, 133.50 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,18/01/2018, 210.14 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,18/01/2018, 157.92 
Commercial Services,Catering,Premises-Related Expenditure,Contract Cleaning,Telford and Shropshire Carpet Cleaning,18/01/2018, 458.95 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/01/2018, 260.00 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/01/2018, 237.32 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/01/2018, 105.16 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/01/2018, 156.27 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,02/01/2018, 114.42 
Commercial Services,Catering,Premises-Related Expenditure,Contract Cleaning,Telford and Shropshire Carpet Cleaning,24/01/2018, 307.12 
Commercial Services,Catering,Employees,Training Expenses,ACUTE SALES LIMITED,02/01/2018, 150.00 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/01/2018, 130.98 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/01/2018, 290.76 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,18/01/2018, 224.01 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,18/01/2018, 111.96 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,18/01/2018, 177.82 
Commercial Services,Catering,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,18/01/2018, 112.99 
Commercial Services,Facilities Management and Cleaning Services,vehicles holding account, Vehicles,network,08/01/2018,202.24
Commercial Services,Housing & NuPlace,Capital Expenditure,Expenditure on loans & other financial assistance,Agility Eco Services Ltd,26/01/2018,"-2,140.10 "
Commercial Services,Housing & NuPlace,Capital Expenditure,Expenditure on loans & other financial assistance,Agility Eco Services Ltd,17/01/2018," 2,140.10 "
Commercial Services,Housing & NuPlace,Capital Expenditure,Expenditure on loans & other financial assistance,AGL Electrical,02/01/2018, 986.65 
