Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,27/04/2018, 265.41 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,27/04/2018, 181.60 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,25/04/2018, 140.92 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/04/2018, 337.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/04/2018, 234.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/04/2018, 281.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,24/04/2018, 197.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,REDACTED PERSONAL INFORMATION,24/04/2018, 136.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,09/04/2018, 215.76 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,09/04/2018, 732.64 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,09/04/2018, 268.85 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,09/04/2018, 470.72 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,09/04/2018, 184.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,09/04/2018, 107.71 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,10/04/2018, 181.60 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,10/04/2018, 197.08 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,10/04/2018, 241.40 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,10/04/2018, 393.66 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,11/04/2018, 358.44 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,11/04/2018, 345.59 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/04/2018, 152.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,13/04/2018, 289.85 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,19/04/2018, 165.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,19/04/2018, 151.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,19/04/2018, 140.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Savills (UK) Limited,19/04/2018," 3,750.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,05/04/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,05/04/2018, 160.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,05/04/2018, 168.63 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,05/04/2018, 115.80 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,05/04/2018, 279.27 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,05/04/2018," 2,081.15 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,05/04/2018, 136.70 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,05/04/2018, 145.76 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Protec Fire Detection PLC,27/04/2018, 513.19 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,3CL,27/04/2018, 229.63 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/04/2018, 132.92 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,25/04/2018, 651.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,25/04/2018, 547.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/04/2018, 328.98 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/04/2018, 538.78 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/04/2018, 352.90 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,25/04/2018, 130.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,25/04/2018, 255.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,25/04/2018, 101.33 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/04/2018, 380.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,25/04/2018," 19,111.58 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,23/04/2018, 146.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,24/04/2018, 340.76 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,24/04/2018, 504.09 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,17/04/2018, 186.67 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/04/2018, 217.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,17/04/2018, 160.24 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,17/04/2018, 170.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/04/2018, 107.20 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/04/2018, 127.06 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,17/04/2018, 288.69 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,17/04/2018, 741.67 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/04/2018, 196.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,17/04/2018, 162.06 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,17/04/2018, 200.15 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/04/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/04/2018, 267.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/04/2018, 824.95 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,17/04/2018, 202.40 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/04/2018," 4,775.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,17/04/2018, 658.04 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,17/04/2018, 207.93 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Pinnacle Safety Services Ltd,17/04/2018, 545.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/04/2018, 113.63 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/04/2018, 104.80 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/04/2018, 304.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/04/2018, 409.89 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,17/04/2018, 450.28 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,17/04/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BESA Publications Ltd,17/04/2018," 4,950.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,(CIS) BRITISH GAS SERVICES LTD ,17/04/2018, 234.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,17/04/2018, 446.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,MK Door Systems Ltd T/A Style Midlands,19/04/2018," 1,422.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M - Electrical,JGS Electrical Solutions Ltd.,19/04/2018, 280.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,MK Door Systems Ltd T/A Style Midlands,19/04/2018, 158.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Ductbusters Ltd,05/04/2018," 3,161.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,05/04/2018, 180.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,3CL,05/04/2018, 137.25 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,05/04/2018, 134.90 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,05/04/2018, 490.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,TAYLORS MECHANICAL H & P SERVICES LTD,05/04/2018," 1,752.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,27/04/2018, 205.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,25/04/2018, 121.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,25/04/2018, 301.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,25/04/2018, 181.26 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,25/04/2018, 118.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,25/04/2018, 195.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,25/04/2018, 195.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,27/04/2018, 268.85 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,3CL,23/04/2018, 702.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Building Other,Sky Windows Cymru,23/04/2018," 1,496.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,REDACTED PERSONAL INFORMATION,24/04/2018, 119.15 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,24/04/2018, 395.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,17/04/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SKI SLOPE SERVICES LTD,17/04/2018," 2,362.49 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,17/04/2018, 215.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,17/04/2018, 215.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,17/04/2018, 215.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,17/04/2018, 570.26 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 190.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 190.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 190.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Clearstone Solutions Ltd,17/04/2018, 216.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,17/04/2018, 212.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,(CIS) BRITISH GAS SERVICES LTD ,17/04/2018, 234.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,17/04/2018, 430.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,17/04/2018, 568.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,17/04/2018, 812.28 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 195.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 190.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HYDRO-TECH ENVIRONMENTAL LLP,17/04/2018, 125.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,17/04/2018, 389.26 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 505.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 190.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 185.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 262.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,17/04/2018," 3,293.75 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 190.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 262.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 190.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,17/04/2018, 300.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,17/04/2018, 219.94 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 195.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 190.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/04/2018, 195.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,(CIS) BRITISH GAS SERVICES LTD ,17/04/2018, 335.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,(CIS) BRITISH GAS SERVICES LTD ,17/04/2018, 234.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,17/04/2018, 215.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,17/04/2018, 215.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,17/04/2018, 215.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Green Assess Telford and Wrekin,17/04/2018, 215.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,REDACTED PERSONAL INFORMATION,17/04/2018," 1,050.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),03/04/2018, 319.28 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 2,350.88 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 220.86 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 4,501.74 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 458.90 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 122.30 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 337.78 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 498.08 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 138.68 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 2,346.32 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 9,165.87 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 187.74 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 211.80 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 170.54 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 251.19 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 678.25 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 1,137.82 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 2,677.92 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 2,601.31 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 105.31 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 587.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 337.15 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 428.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 998.65 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 790.61 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 365.31 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 1,195.39 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 1,924.93 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 112.40 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 4,258.65 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 404.73 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 2,091.78 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 394.15 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 1,985.33 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018, 204.03 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/04/2018," 4,355.79 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ,05/04/2018, 362.48 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Solid Fuel,FOREST FUELS,05/04/2018, 150.44 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Solid Fuel,FOREST FUELS,05/04/2018, 284.84 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Solid Fuel,FOREST FUELS,27/04/2018, 615.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Solid Fuel,FOREST FUELS,25/04/2018," 2,188.50 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018," 2,647.27 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 184.39 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 483.30 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 101.79 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 408.05 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 361.79 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018," 8,482.14 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018," 2,087.05 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 199.72 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 276.99 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 129.58 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 446.90 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 386.55 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 496.82 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018, 255.42 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/04/2018," 2,210.16 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,BUDGET GAS LTD,24/04/2018, 216.06 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ELEC ,24/04/2018, 160.10 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ELEC ,24/04/2018, 383.28 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,BUDGET GAS LTD,30/04/2018, 216.06 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,BUDGET GAS LTD,16/04/2018, 180.05 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Solid Fuel,FOREST FUELS,17/04/2018, 334.33 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Solid Fuel,FOREST FUELS,17/04/2018, 143.27 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/04/2018, 322.61 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/04/2018," 4,707.38 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/04/2018," 6,157.50 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,05/04/2018, 350.45 
