Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,15/10/2013,110.88,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,15/10/2013,270,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,18/10/2013,328.05,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,08/10/2013,145.8,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,01/10/2013,228.6,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,01/10/2013,328.05,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,01/10/2013,126,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,01/10/2013,158.4,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,01/10/2013,126.72,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/10/2013,113.4,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/10/2013,126,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/10/2013,145.8,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/10/2013,568.8,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/10/2013,433.11,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,CBS OUTDOOR LIMITED,08/10/2013,765,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,22/10/2013,113.4,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,22/10/2013,855.36,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,22/10/2013,510.3,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,22/10/2013,342,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,CBS OUTDOOR LIMITED,08/10/2013,300,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,22/10/2013,121.5,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,CBS OUTDOOR LIMITED,08/10/2013,300,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/10/2013,127.57,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,UTV Media (GB) Accounts,09/10/2013,175,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/10/2013,546.75,
Co-Operative Council,Corporate Core,MHAB,Supplies & Services,Conference Expenses,Paragon Hotels,11/10/2013,372,
Co-Operative Council,Corporate Core,MHAB,Supplies & Services,Other Services,CLARKES SOLICITORS,15/10/2013,291.67,
Co-Operative Council,Policy & Strategy,MPAA,Supplies & Services,Other Expenses,Land Research ASSOCIATES,07/10/2013,1250,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,30/10/2013,338,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,04/10/2013,199,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,04/10/2013,149,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,04/10/2013,218,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,04/10/2013,120,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,02/10/2013,120,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,PayPoint Network Limited,02/10/2013,166,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,PayPoint Network Limited,24/10/2013,275,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,CHAIRS & SPARES,01/10/2013,112.5,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,PINEAPPLE LEISURE LTD,31/10/2013,131.67,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,31/10/2013,120,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,PayPoint Network Limited,31/10/2013,148,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,30/10/2013,119,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,30/10/2013,149,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,30/10/2013,149,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,30/10/2013,149,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,30/10/2013,338,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,30/10/2013,189,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,30/10/2013,218,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,30/10/2013,218,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,PayPoint Network Limited,18/10/2013,367,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,Reviive,18/10/2013,228.67,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,14/10/2013,165,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,14/10/2013,135,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,14/10/2013,200,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,14/10/2013,445,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,04/10/2013,218,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,PayPoint Network Limited,08/10/2013,129,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,04/10/2013,120,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,04/10/2013,149,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,Reviive,14/10/2013,129.17,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,07/10/2013,338,
Customer & People Services,Benefits,LRSF,Supplies & Services,Crisis Assistance Awards,A W HOLDINGS,31/10/2013,149,
Customer & People Services,Catering & Home Care,CAMA,Supplies & Services,Provisions,Brambles Foods Ltd,04/10/2013,1299.59,
Customer & People Services,Catering & Home Care,CAMA,Supplies & Services,Provisions,Brambles Foods Ltd,04/10/2013,926.7,
Customer & People Services,Catering & Home Care,CAMA,Supplies & Services,Crockery/Hardware/Light Equip,THERMO BOX UK,01/10/2013,219,
Customer & People Services,Catering & Home Care,CAMA,Supplies & Services,Stationery,Elygra Limited,09/10/2013,2600,
Customer & People Services,Catering & Home Care,CAMA,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,01/10/2013,1492.85,
Customer & People Services,Catering & Home Care,CAMA,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,01/10/2013,390.2,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,15/10/2013,758.69,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,15/10/2013,1630.71,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,15/10/2013,730.36,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,15/10/2013,1933.59,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,15/10/2013,598.13,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,15/10/2013,1945.53,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,15/10/2013,1881.05,
Customer & People Services,Catering & Home Care,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,15/10/2013,756.07,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,24/10/2013,138.55,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,24/10/2013,198,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,10/10/2013,218.63,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,10/10/2013,209.59,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,17/10/2013,165.66,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,17/10/2013,193.05,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,ROWLANDS & COMPANY,09/10/2013,113.95,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Crockery/Hardware/Light Equip,ERIC NEVILLE CATERING SUPPLIES LTD,09/10/2013,118.44,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,03/10/2013,167.26,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,03/10/2013,189.01,
Customer & People Services,Catering & Home Care,CASN,Supplies & Services,Provisions,BIKOLD,24/10/2013,166.15,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,118.53,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,163.87,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,114.11,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,168.04,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,138.09,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,144.61,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,131.87,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,G N BADLEY & SONS,15/10/2013,130.71,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,148.11,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,09/10/2013,107.84,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,09/10/2013,144.22,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,205.66,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,197.98,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,178.93,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,116.34,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,103.21,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,147.88,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,185.1,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,23/10/2013,116.88,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,112.87,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,09/10/2013,121.77,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,09/10/2013,105.82,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,09/10/2013,605.65,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,09/10/2013,154.35,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,09/10/2013,-583.74,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,09/10/2013,108.1,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,131.28,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,191.4,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,135.58,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,141.3,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,255.26,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,200.38,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,103.83,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,210.68,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,132.39,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,200.21,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,142.66,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,107.14,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,113.6,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,101.93,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,138.87,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,238.66,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,23/10/2013,158.64,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,23/10/2013,111.91,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,23/10/2013,120.76,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,01/10/2013,214.5,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,01/10/2013,110,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,01/10/2013,133,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,01/10/2013,143,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,01/10/2013,107,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,01/10/2013,154.5,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,01/10/2013,152,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,01/10/2013,139.5,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,01/10/2013,136,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,186.1,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,G N BADLEY & SONS,16/10/2013,246.15,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,166.24,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,G N BADLEY & SONS,04/10/2013,124.32,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,135.29,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,261.33,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,308.17,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,210.68,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,115.49,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,273.09,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,164.12,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,131.7,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,262.58,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,116.33,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,07/10/2013,-107,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,116.45,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,218.22,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,113.41,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,118.86,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,125.69,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,119.48,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,118.04,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,326.98,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,399,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,113.7,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,107.23,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,124.58,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,10/10/2013,206.87,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,144.41,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,189.63,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,153.29,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,199.15,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,214.96,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,100.69,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,131.37,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,170.55,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,201.57,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,406.1,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,109.14,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,306.29,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,130.27,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,120.5,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,167.69,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,157.99,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,174.84,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,133.07,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,149.82,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,200.17,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,142.83,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,127.03,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,158.58,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,171.82,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,206.73,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,174.62,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,148.24,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,136.49,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,138.38,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,228.27,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,109.84,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,193.81,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/10/2013,130.68,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/10/2013,126.83,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/10/2013,106.83,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/10/2013,149.83,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,02/10/2013,120.21,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,118.76,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,140.9,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,181.39,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,153.08,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,144.13,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,127.39,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,127.09,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,199.68,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,234.41,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,114.53,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,103.73,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,169.33,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,183.49,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,119.2,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,24/10/2013,108.12,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,03/10/2013,207.61,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,174.64,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,121.15,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,253.25,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,176.23,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,196.88,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,122.48,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,223.59,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,140.52,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,105.85,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,104.29,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,118.41,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,104.5,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,273.37,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,103.19,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,221.29,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,298.64,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,168.66,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,140.81,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,151.36,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,115.43,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,157.28,
Customer & People Services,Catering & Home Care,CASP,Supplies & Services,Provisions,BIKOLD,17/10/2013,282.14,
