Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAS,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,27/08/2013,360014,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAS,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,29/08/2013,4996.2,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAS,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,29/08/2013,1683.6,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAS,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,28/08/2013,2525.61,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAS,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,28/08/2013,489.9,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAS,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,29/08/2013,2315.4,
"Development, Business & Housing",Business & Development Planning,AEAG,Supplies & Services,Marketing & Publicity,Zen Communications (UK) Ltd,13/08/2013,2000,
"Development, Business & Housing",Business & Development Planning,AEAJ,Supplies & Services,Web Services,Alcium Software Ltd,16/08/2013,7750,
"Development, Business & Housing",Business & Development Planning,AEAJ,Supplies & Services,Printing - Other,LION FPG LIMITED,09/08/2013,1519,
"Development, Business & Housing",Business & Development Planning,AEAJ,Supplies & Services,Business Sector Development,YOUNG ENTERPRISE,22/08/2013,350,
"Development, Business & Housing",Business & Development Planning,AEAR,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,14/08/2013,1197.04,
"Development, Business & Housing",Business & Development Planning,AEAX,Supplies & Services,Other Grants (Expenses),Good2Great Ltd,12/08/2013,5250,
"Development, Business & Housing",Business & Development Planning,AHAC,Supplies & Services,Consultants Fees,West Midlands Employers,21/08/2013,2424,
"Development, Business & Housing",Business & Development Planning,AHAC,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COUNCIL,27/08/2013,766,
"Development, Business & Housing",Business & Development Planning,AHAC,Third Party Payments,Contribution To Other La's,HEREFORDSHIRE COUNCIL,27/08/2013,13029,
"Development, Business & Housing",Business & Development Planning,DHBB,Supplies & Services,Legal Expenses,BEVAN BRITTAN,14/08/2013,25376.14,
"Development, Business & Housing",Business & Development Planning,EWAJ,Supplies & Services,Research Surveys,Housing Vision Ltd,09/08/2013,7760,
"Development, Business & Housing",Business & Development Planning,EWAK,Supplies & Services,Consultants Fees,AMEC ENVIRONMENT & INFRASTRUCTURE UK LTD,09/08/2013,1880,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,13/08/2013,3763,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,MP BUILDING & PLUMBING LTD,13/08/2013,1350,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,E DAVIES & SON,13/08/2013,7946.4,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,13/08/2013,102,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,PILOT HEAT LTD,22/08/2013,2121.32,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,P CRUMP,22/08/2013,701.33,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,22/08/2013,389.96,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,22/08/2013,117,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,ROSEMONT BUILDING CONTRACTORS,22/08/2013,6658.33,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,22/08/2013,4560,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,TOTAL HYGIENE LIMITED,22/08/2013,1145.3,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,RAM ARCHITECTURAL,13/08/2013,225,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,PRISM MEDICAL WESTHOLME DIVISION,21/08/2013,1167.23,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,21/08/2013,8355,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,21/08/2013,1521,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,MARTIN EVANS CONSTRUCTION LTD,21/08/2013,126,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,AIDS & ADAPTIONS LTD,08/08/2013,6360.81,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,P CRUMP,13/08/2013,1381.02,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,08/08/2013,1738,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,AIDS & ADAPTIONS LTD,13/08/2013,160,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,07/08/2013,697.38,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,07/08/2013,751.03,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,07/08/2013,2230.72,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,03/08/2013,1600,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,03/08/2013,1600,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,03/08/2013,1600,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,03/08/2013,1600,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,03/08/2013,1600,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,P CRUMP,03/08/2013,4110.16,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,03/08/2013,102,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,03/08/2013,1235.52,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,03/08/2013,4560,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,MARTIN EVANS CONSTRUCTION LTD,03/08/2013,3655.46,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,R J Hicks,15/08/2013,130,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,21/08/2013,1407,
"Development, Business & Housing",Business & Development Planning,WDAF,Supplies & Services,Aids & Appliances,PRISM MEDICAL WESTHOLME DIVISION,22/08/2013,1367.7,
"Development, Business & Housing",Business & Development Planning,WDAK,Employees,Employee Costs Recharged,PARK LANE CENTRE,08/08/2013,1155,
"Development, Business & Housing",Business & Development Planning,WDAK,Employees,Employee Costs Recharged,PARK LANE CENTRE,08/08/2013,1155,
"Development, Business & Housing",Business & Development Planning,WDSP,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,13/08/2013,836.61,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Legal Fees,MFG SOLICITORS,21/08/2013,1800,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Compensation,THE WREKIN HOUSING TRUST,22/08/2013,5634.42,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Purchase of Buildings,THE WREKIN HOUSING TRUST,21/08/2013,40000,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Compensation,MFG SOLICITORS,21/08/2013,12110.45,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,JORDAN LEWIS ASSOCIATES LTD,21/08/2013,1254.96,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Purchase of Buildings,SAINTS SOLICITORS,19/08/2013,53915.58,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Compensation,PCB SOLICITORS,19/08/2013,4700,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Purchase of Buildings,PCB SOLICITORS,19/08/2013,73000,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Legal Fees,PCB SOLICITORS,19/08/2013,4487.16,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,14/08/2013,1547,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,PAVE AWAYS LTD,16/08/2013,107771.98,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Site Investigation,GROUND INVESTIGATION & PILING LTD,15/08/2013,1116.5,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,14/08/2013,62622.23,
"Development, Business & Housing",Business & Development Planning,WDST,Capital Expenditure,Compensation,GLYN UPTON REMOVALS,29/08/2013,550,
"Development, Business & Housing",Development Management,DDAC,Supplies & Services,Legal Expenses,Marsh & Baxter Properties Ltd,05/08/2013,20000,
"Development, Business & Housing",Development Management,DDAD,Premises-Related Expenditure,Planned Repairs,Garvey Demolition Ltd,05/08/2013,8750,
"Development, Business & Housing",Development Management,DDAG,Employees,Professional Subs,ICSA,01/08/2013,275,
"Development, Business & Housing",Development Management,DDAG,Employees,Professional Subs,Institute of Ecology and Environmental Management,09/08/2013,135,
"Development, Business & Housing",Development Management,DDAG,Employees,Training Expenses,AFC TELFORD UNITED,05/08/2013,400,
"Development, Business & Housing",Development Management,DDAG,Employees,Course Fees,TELFORD COLLEGE OF ARTS & TECHNOLOGY,07/08/2013,300,
"Development, Business & Housing",Development Management,DDAG,Supplies & Services,Mobile Phones,ORANGE PCS LTD,16/08/2013,135,
"Development, Business & Housing",Development Management,DDAG,Supplies & Services,Print & Data Services (Print Room) - Charges,RESOLUTION DATA MANAGEMENT LTD,14/08/2013,171.81,
"Development, Business & Housing",Development Management,DDAG,Supplies & Services,Print & Data Services (Print Room) - Charges,RESOLUTION DATA MANAGEMENT LTD,01/08/2013,104.58,
"Development, Business & Housing",Development Management,DDAG,Supplies & Services,Consultants Fees,AMEC ENVIRONMENT & INFRASTRUCTURE UK LTD,05/08/2013,2472,
"Development, Business & Housing",Facilities Management and Cleaning Services,ASAB,Employees,Course Fees,NAT ASSOC OF BRITISH MARKET AUTHORITIES,22/08/2013,200,
"Development, Business & Housing",Facilities Management and Cleaning Services,ASAB,Supplies & Services,Printing - Other,CREATIVE EMPORIUM,19/08/2013,1410,
"Development, Business & Housing",Facilities Management and Cleaning Services,ASAB,Supplies & Services,Other Expenses,BUSINESS WATCH GUARDING LIMITED,09/08/2013,976,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAM,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,19/08/2013,180.48,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAM,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,05/08/2013,162.9,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAS,Supplies & Services,Printing - Other,TUDOR PRINT & SIGNS,20/08/2013,188,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAV,Capital Financing Costs,Operating Notice of Change – Facilities Management Charge,PYRAMID SCHOOLS (HADLEY) LTD,08/08/2013,864.19,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,WHITEFOOTS LIMITED,09/08/2013,109.24,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,WHITEFOOTS LIMITED,09/08/2013,112.54,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,NOBRIDGE LTD,21/08/2013,-350,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRA-BERN,13/08/2013,782.68,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHIFNAL RECYCLING SERVICES,13/08/2013,250,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHIFNAL RECYCLING SERVICES,13/08/2013,140,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,Shutter Up Systems Ltd,02/08/2013,539.6,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,FCC RECYCLING (UK) LIMITED,02/08/2013,-105.12,
"Development, Business & Housing",Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,FIRE MARQUE,05/08/2013,250,
"Development, Business & Housing",Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,14/08/2013,108.7,
"Development, Business & Housing",Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,05/08/2013,137.33,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,09/08/2013,154.32,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,OLIVEJOYCE LTD,01/08/2013,1265.9,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,OLIVEJOYCE LTD,12/08/2013,2009.6,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,EMECH Consultants Ltd,13/08/2013,5034.4,
"Development, Business & Housing",Property & Design,CAAG,Supplies & Services,Consultants Fees,OLIVEJOYCE LTD,14/08/2013,1317.9,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHRIS BREEZE LTD,12/08/2013,241.05,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,12/08/2013,353.64,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,12/08/2013,147,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,12/08/2013,112,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/08/2013,525.24,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/08/2013,267.83,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,16/08/2013,110,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,16/08/2013,990.75,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CONCEPT ELEVATORS (MIDLANDS) LIMITED,16/08/2013,145.93,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/08/2013,709.53,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/08/2013,1063,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,19/08/2013,169.59,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHRIS BREEZE LTD,19/08/2013,197.22,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,19/08/2013,348,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,19/08/2013,274.24,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,19/08/2013,217.5,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,19/08/2013,232,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,E DAVIES & SON,19/08/2013,566.1,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,20/08/2013,131,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,20/08/2013,292.25,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,20/08/2013,275.5,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,20/08/2013,246.5,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,E DAVIES & SON,20/08/2013,131.86,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,20/08/2013,295,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,21/08/2013,235,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,21/08/2013,210,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,21/08/2013,107.5,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,21/08/2013,130,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,21/08/2013,300,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,21/08/2013,232,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,21/08/2013,410,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,21/08/2013,215,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/08/2013,253.09,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,12/08/2013,203.2,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,12/08/2013,250.05,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/08/2013,278.85,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,12/08/2013,206,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,12/08/2013,121.7,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,12/08/2013,323.25,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/08/2013,277.41,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,J R SLEE BUILDERS,13/08/2013,163.36,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,01/08/2013,319,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,12/08/2013,179.01,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,12/08/2013,286.7,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,02/08/2013,144.07,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,AQUALOGIC (WC) LTD,01/08/2013,124,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,01/08/2013,165,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,01/08/2013,115,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,D P WILCOX & SON,01/08/2013,110,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/08/2013,1869,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,07/08/2013,175,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,07/08/2013,324.15,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,07/08/2013,108.49,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,AQUALOGIC (WC) LTD,07/08/2013,314,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,07/08/2013,362.5,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing (Shropshire) Limited,07/08/2013,120,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,LOCSAFE SECURITY SYSTEMS,07/08/2013,146.98,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SHROPSHIRE HEATING SERVICES LTD,07/08/2013,123,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRA-BERN,07/08/2013,257.29,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing (Shropshire) Limited,07/08/2013,110,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,07/08/2013,200,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,07/08/2013,200,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHRIS BREEZE LTD,07/08/2013,107.26,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,07/08/2013,322,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,07/08/2013,775,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,RCS ROOFING CONSTRUCTION SERVICES LTD,07/08/2013,104.8,
"Development, Business & Housing",Property & Design,CAAH,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/08/2013,131.91,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,TBL Fire Protection Ltd,13/08/2013,4682.22,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,THYSSENKRUPP ELEVATOR (UK) LIMITED,13/08/2013,194.46,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,08/08/2013,295,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,FCC RECYCLING (UK) LIMITED,08/08/2013,-203.7,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Gas,West Mercia Energy (WME),13/08/2013,357.19,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,FCC RECYCLING (UK) LIMITED,09/08/2013,416.26,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,19/08/2013,234.38,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/08/2013,363.07,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/08/2013,128.58,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/08/2013,1086.79,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/08/2013,328.86,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/08/2013,1266.56,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/08/2013,415.77,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/08/2013,348.28,
"Development, Business & Housing",Property & Design,COAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),19/08/2013,703.18,
