Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 168.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 185.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 168.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 151.65 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WAGSTAFF SCHOOL FURNITURE,18/10/2018," 2,050.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 151.65 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 471.80 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 151.65 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 134.80 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 117.95 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 117.95 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 168.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 168.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 235.90 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WAGSTAFF SCHOOL FURNITURE,18/10/2018," 2,730.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 235.90 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 134.80 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 202.20 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 101.10 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 291.45 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 219.05 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,18/10/2018, 754.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WAGSTAFF SCHOOL FURNITURE,18/10/2018," 1,170.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 235.90 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 151.65 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 168.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 168.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 168.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 252.75 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 219.05 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 202.20 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 286.45 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 168.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 235.90 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WAGSTAFF SCHOOL FURNITURE,18/10/2018, 219.05 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,26/10/2018," 2,308.96 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,26/10/2018, 187.54 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,01/10/2018, 114.10 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,01/10/2018, 199.40 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,01/10/2018, 883.28 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,01/10/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,01/10/2018, 113.15 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,G B Limited,01/10/2018, 272.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,01/10/2018, 227.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,01/10/2018, 351.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,02/10/2018, 182.22 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,02/10/2018, 462.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,C B LTD,02/10/2018, 148.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,11/10/2018, 722.75 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,11/10/2018, 216.80 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,11/10/2018, 203.56 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,11/10/2018, 222.48 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,11/10/2018, 107.80 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,11/10/2018, 114.60 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,24/10/2018, 219.60 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 385.46 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 152.45 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 158.23 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 374.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 129.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 245.49 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 230.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,24/10/2018, 140.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018," 2,713.10 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 118.24 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 209.37 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,24/10/2018, 132.10 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,24/10/2018, 213.15 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 144.75 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,24/10/2018, 105.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,G B Limited,24/10/2018, 122.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,24/10/2018, 182.45 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,26/10/2018, 225.10 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,26/10/2018, 683.64 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,25/10/2018, 168.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,12/10/2018, 160.92 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,17/10/2018, 132.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 194.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 161.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,17/10/2018, 408.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 178.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 161.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 252.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 173.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 265.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 231.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 181.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,18/10/2018, 108.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,18/10/2018, 278.37 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,18/10/2018, 383.03 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,18/10/2018, 210.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,23/10/2018, 154.63 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,23/10/2018, 101.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,ARJO UK LTD,23/10/2018," 2,256.99 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,23/10/2018, 245.75 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,23/10/2018, 111.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,23/10/2018, 156.47 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,01/10/2018," 1,867.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,01/10/2018, 140.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/10/2018, 350.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/10/2018, 101.62 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/10/2018, 127.78 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,01/10/2018, 128.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,01/10/2018, 110.40 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G M TREBLE LTD,01/10/2018, 332.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/10/2018, 118.99 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,01/10/2018, 392.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,01/10/2018, 140.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/10/2018, 112.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,01/10/2018, 159.23 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/10/2018, 351.51 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/10/2018, 306.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/10/2018, 165.99 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,01/10/2018, 155.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,01/10/2018, 242.36 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,01/10/2018, 250.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,25/10/2018, 121.80 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,25/10/2018, 473.79 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,25/10/2018, 147.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,02/10/2018, 141.04 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,02/10/2018, 204.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G M TREBLE LTD,02/10/2018," 4,179.60 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,02/10/2018, 168.15 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,02/10/2018, 152.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,11/10/2018, 255.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,11/10/2018, 105.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,RMF LANDSCAPING LTD,11/10/2018, 398.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,30/10/2018, 265.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Unique Envelope Facade Solutions Ltd,30/10/2018, 469.41 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,30/10/2018, 105.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,30/10/2018," 1,239.67 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,30/10/2018, 105.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,30/10/2018," 1,360.96 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,30/10/2018, 183.06 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,30/10/2018, 260.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,08/10/2018, 105.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,30/10/2018, 157.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 339.87 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 108.89 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018," 1,119.61 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 112.89 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 172.51 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 902.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,24/10/2018, 126.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 462.19 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 985.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,24/10/2018, 594.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 241.68 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,24/10/2018, 708.40 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 463.20 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 718.81 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,24/10/2018, 242.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,24/10/2018, 184.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,24/10/2018, 138.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,24/10/2018, 780.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 392.42 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,24/10/2018, 182.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,24/10/2018," 1,348.75 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 633.67 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 147.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 743.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 106.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018, 231.60 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,24/10/2018," 1,522.02 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GREEN SKIPS LTD,24/10/2018, 180.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/10/2018, 158.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,17/10/2018, 105.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,17/10/2018, 546.01 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,17/10/2018, 128.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,17/10/2018," 3,633.80 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018, 641.82 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,17/10/2018," 1,572.15 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,17/10/2018, 895.66 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,23/10/2018, 114.25 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,23/10/2018, 166.75 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,ARJO UK LTD,23/10/2018, 604.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,23/10/2018, 601.90 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,23/10/2018, 140.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,01/10/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,01/10/2018, 320.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,01/10/2018,-160.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,01/10/2018, 408.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,COOL SERVICES LTD,01/10/2018, 213.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,01/10/2018, 160.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,01/10/2018, 170.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,COOL SERVICES LTD,01/10/2018, 388.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,COOL SERVICES LTD,01/10/2018, 178.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,01/10/2018, 296.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,01/10/2018, 160.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,01/10/2018, 120.00 
