Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Customer & People Services,ICT - Infrastructure & Operations,CBAK,Supplies & Services,Printing - Other,CIT VENDOR FINANCE (UK) LIMITED,16/01/2013,438.22,
Customer & People Services,ICT - Infrastructure & Operations,CBAK,Supplies & Services,Printing - Other,CIT VENDOR FINANCE (UK) LIMITED,16/01/2013,261.06,
Customer & People Services,ICT - Infrastructure & Operations,CBAK,Supplies & Services,Printing - Other,XEROX (UK) LTD,29/01/2013,-15162.98,
Customer & People Services,ICT - Infrastructure & Operations,CBAK,Supplies & Services,Printing - Other,CIT VENDOR FINANCE (UK) LIMITED,28/01/2013,17522.21,
Customer & People Services,ICT - Infrastructure & Operations,CBAK,Supplies & Services,Printing - Other,CIT VENDOR FINANCE (UK) LIMITED,23/01/2013,2616.88,
Customer & People Services,ICT - Infrastructure & Operations,CBAK,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),25/01/2013,540,
Customer & People Services,ICT - Infrastructure & Operations,CBAK,Supplies & Services,Computer Software (Maint),PCF PRINT MANAGEMENT LTD,29/01/2013,1944.9,
Customer & People Services,ICT - Infrastructure & Operations,CBAL,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),09/01/2013,480,
Customer & People Services,ICT - Infrastructure & Operations,CBAL,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),29/01/2013,480,
Customer & People Services,ICT - Infrastructure & Operations,CBAL,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),28/01/2013,480,
Customer & People Services,ICT - Infrastructure & Operations,COAB,Supplies & Services,Postages,VIRGIN MEDIA BUSINESS,16/01/2013,125,
Customer & People Services,ICT - Infrastructure & Operations,COAC,Supplies & Services,Postages,FRANCOTYP-POSTALIA LIMITED,16/01/2013,7586.4,
Customer & People Services,ICT - Infrastructure & Operations,COAC,Supplies & Services,Postages,FRANCOTYP-POSTALIA LIMITED,16/01/2013,4572,
Customer & People Services,ICT - Infrastructure & Operations,COAC,Income,Fees & Charges General,G FORCE EXPRESS PARCELS LTD,16/01/2013,361.53,
Customer & People Services,ICT - Infrastructure & Operations,COAC,Income,Fees & Charges General,G FORCE EXPRESS PARCELS LTD,16/01/2013,193.15,
Customer & People Services,ICT - Infrastructure & Operations,COAC,Income,Fees & Charges General,G FORCE EXPRESS PARCELS LTD,29/01/2013,251.69,
Customer & People Services,Library Services,LLAA,Supplies & Services,Equipment - Purchase,360 IMAGERY,07/01/2013,354,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,28/01/2013,186,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,NIELSEN BOOK SERVICE,28/01/2013,2945,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,29/01/2013,110.04,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,29/01/2013,111.11,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,Well Informed Ltd,30/01/2013,1362,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,08/01/2013,203.26,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,08/01/2013,290.8,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,08/01/2013,391.65,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,LIBRARY MAGNA BOOKS LIMITED,08/01/2013,253.64,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,08/01/2013,127.04,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,08/01/2013,111.68,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,LIBRARY MAGNA BOOKS LIMITED,08/01/2013,249.76,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,08/01/2013,512.8,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,08/01/2013,336.74,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,08/01/2013,361.85,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,08/01/2013,311.47,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,AUDIOGO LIMITED,15/01/2013,132.6,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,15/01/2013,211.93,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,15/01/2013,475.29,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,15/01/2013,106.1,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,15/01/2013,192.24,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,15/01/2013,104.58,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,15/01/2013,501.68,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,15/01/2013,121.62,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,WELL INFORMED LTD,15/01/2013,1362,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,UNIQUE MAGAZINES,07/01/2013,147.6,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,07/01/2013,101.24,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,UNIQUE MAGAZINES,07/01/2013,280.98,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,OAKHILL PUBLISHING LTD,07/01/2013,353.43,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,28/01/2013,332.37,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,AUDIOGO LIMITED,28/01/2013,642.6,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,28/01/2013,496.8,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,INDICATOR LIMITED,30/01/2013,124,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/01/2013,516.87,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/01/2013,142.59,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/01/2013,338.98,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/01/2013,120.34,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/01/2013,286.44,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/01/2013,563.47,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/01/2013,158.28,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,30/01/2013,469.14,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,28/01/2013,756.69,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,28/01/2013,435.63,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,28/01/2013,515.11,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,W F HOWES LTD,28/01/2013,290.8,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,ULVERSCROFT LARGE PRINT BOOKS LIMITED,28/01/2013,214.08,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,OCLC (UK) LTD,15/01/2013,2324.3,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,AUDIOGO LIMITED,15/01/2013,212.88,
Customer & People Services,Organisational Improvement,NOAG,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,08/01/2013,110,
Customer & People Services,Organisational Improvement,NOAG,Supplies & Services,Subscriptions,SCHOOL DEVELOPMENT SUPPORT AGENCY,07/01/2013,120,
Customer & People Services,Organisational Improvement,NOAM,Employees,Training Exp's (Facilitators),PIP MASON CONSULTANCY,07/01/2013,1500,
Customer & People Services,Organisational Improvement,NOAM,Employees,Training Exp's (Facilitators),PIP MASON CONSULTANCY,07/01/2013,1500,
Customer & People Services,Organisational Improvement,NOAT,Employees,Course Fees,HADLEY PARK TRAINING,29/01/2013,400,
Customer & People Services,Organisational Improvement,NOAT,Employees,Course Fees,ILX Group Plc,14/01/2013,2985,
Customer & People Services,Organisational Improvement,NOAT,Employees,Course Fees,BASPCAN,07/01/2013,180,
Customer & People Services,Organisational Improvement,NOAT,Employees,Course Fees,LITTLE CHICKS PRE-SCHOOL,07/01/2013,368,
Customer & People Services,Organisational Improvement,NOAT,Employees,Course Fees,LITTLE CHICKS PRE-SCHOOL,07/01/2013,368,
Customer & People Services,Organisational Improvement,NOAT,Employees,Course Fees,SHREWSBURY COLLEGE OF ARTS & TECHNOLOGY,08/01/2013,863,
Customer & People Services,Organisational Improvement,NOAT,Employees,Course Fees,EXPOTEL HOTEL RESERVATIONS LIMITED,08/01/2013,121,
Customer & People Services,Organisational Improvement,NOAT,Employees,Training Exp's (Facilitators),SEFAT CONSULTANCY SERVICES,31/01/2013,508.65,
Customer & People Services,Organisational Improvement,NOAT,Employees,Training Exp's (Facilitators),Osteopathic Solutions Ltd,24/01/2013,450,
Customer & People Services,Organisational Improvement,NOAT,Employees,Training Exp's (Facilitators),SHROPSHIRE PARTNERS IN CARE LTD,15/01/2013,213.36,
Customer & People Services,Organisational Improvement,NOAT,Employees,Training Exp's (Facilitators),SHROPSHIRE PARTNERS IN CARE LTD,07/01/2013,375,
Customer & People Services,Organisational Improvement,NOAT,Employees,Training Exp's (Facilitators),SHROPSHIRE PARTNERS IN CARE LTD,07/01/2013,1705,
Customer & People Services,Organisational Improvement,NOAT,Employees,Training Exp's (Facilitators),SHROPSHIRE PARTNERS IN CARE LTD,07/01/2013,580,
Customer & People Services,Organisational Improvement,NOAT,Employees,Cont Prof Development,LUDLOW COLLEGE,29/01/2013,200,
Customer & People Services,Organisational Improvement,NOAT,Employees,Other Training,STAFFORDSHIRE UNIVERSITY,15/01/2013,315,
Customer & People Services,Organisational Improvement,NOAT,Employees,Other Training,STAFFORDSHIRE UNIVERSITY,15/01/2013,1260,
Customer & People Services,Revenues,LRTA,Employees,Professional Subs,I R R V,25/01/2013,208,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,25/01/2013,2494.43,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL,16/01/2013,1876.46,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,08/01/2013,1483.96,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,29/01/2013,1300,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,29/01/2013,2181.48,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,22/01/2013,185,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP PLC,07/01/2013,449.26,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,08/01/2013,1836.06,
Customer & People Services,Revenues,LRTA,Supplies & Services,Subscriptions,OTECH LIMITED,15/01/2013,865,
Customer & People Services,Revenues,LRTA,Third Party Payments,Other Government - Services,NORTHGATE INFORMATION SOLUTIONS UK LTD,02/01/2013,15000,
Customer & People Services,Revenues,LRTB,Supplies & Services,Comp Hardware (Purch / Hire),SYNETRIX LTD,10/01/2013,265,
Customer & People Services,Revenues,LRTB,Supplies & Services,Comp Hardware (Purch / Hire),SYNETRIX LTD,10/01/2013,224,
Customer & People Services,Revenues,LRTB,Supplies & Services,Comp Hardware (Purch / Hire),SYNETRIX LTD,10/01/2013,185,
Customer & People Services,Revenues,LRTB,Supplies & Services,Comp Hardware (Purch / Hire),SYNETRIX LTD,10/01/2013,805,
Customer & People Services,Revenues,LRTB,Third Party Payments,Private Contractors,ROSSENDALES LTD,16/01/2013,145,
Customer & People Services,Revenues,LRTB,Third Party Payments,Private Contractors,ROSSENDALES LTD,25/01/2013,136,
Customer & People Services,Revenues,LRTB,Third Party Payments,Private Contractors,ROSSENDALES LTD,23/01/2013,-136,
Customer & People Services,Revenues,LRTC,Employees,Professional Subs,I R R V,08/01/2013,146,
Customer & People Services,Revenues,LRTC,Employees,Professional Subs,I R R V,29/01/2013,208,
Customer & People Services,Revenues,LRTC,Supplies & Services,Other Services,NORTHGATE INFORMATION SOLUTIONS UK LTD,08/01/2013,2871.68,
Customer & People Services,Revenues,LRTC,Supplies & Services,Comp Hardware (Purch / Hire),SYNETRIX LTD,10/01/2013,224,
Customer & People Services,Revenues,LRTC,Supplies & Services,Comp Hardware (Purch / Hire),SYNETRIX LTD,10/01/2013,185,
Customer & People Services,Revenues,LRTC,Supplies & Services,Comp Hardware (Purch / Hire),SYNETRIX LTD,10/01/2013,805,
Customer & People Services,Revenues,LRTC,Supplies & Services,Comp Hardware (Purch / Hire),SYNETRIX LTD,10/01/2013,265,
Customer & People Services,Revenues,LRTC,Supplies & Services,Comp Software (Purch / Hire),NORTHGATE INFORMATION SOLUTIONS UK LTD,30/01/2013,12215,
Customer & People Services,Revenues,LRTC,Supplies & Services,Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,02/01/2013,126,
Customer & People Services,Revenues,LRTC,Supplies & Services,Subscriptions,HBINFO LTD,25/01/2013,380,
Customer & People Services,Revenues,LRTC,Income,Fees & Charges General,NORTHGATE INFORMATION SOLUTIONS UK LTD,14/01/2013,1665.2,
Customer & People Services,Revenues,LRTC,Income,Fees & Charges General,NORTHGATE INFORMATION SOLUTIONS UK LTD,15/01/2013,575,
Customer & People Services,Revenues,LRTD,Supplies & Services,Comp Hardware (Purch / Hire),CANFORD AUDIO PLC,30/01/2013,150,
Customer & People Services,Superintendent Registrar,LSAA,Premises-Related Expenditure,Gas,West Mercia Energy (WME),31/01/2013,-128.72,
Customer & People Services,Superintendent Registrar,LSAA,Premises-Related Expenditure,Gas,West Mercia Energy (WME),21/01/2013,249.86,
Customer & People Services,Superintendent Registrar,LSAA,Supplies & Services,Equipment - Purchase,360 IMAGERY,07/01/2013,265,
Customer & People Services,Superintendent Registrar,LSAA,Supplies & Services,Software Support & Maintenance Agreement,Stopford information system,31/01/2013,1250,
Customer & People Services,Superintendent Registrar,LSAA,Supplies & Services,Postages,NEOPOST LTD,08/01/2013,400,
Customer & People Services,Superintendent Registrar,LSAA,Supplies & Services,Conference Expenses,LOCAL REGISTRATION SERVICES ASSOCIATION,10/01/2013,120,
Customer & People Services,Superintendent Registrar,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,21/01/2013,2049.61,
Customer & People Services,Superintendent Registrar,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,21/01/2013,1470,
Customer & People Services,Superintendent Registrar,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,21/01/2013,855.8,
Customer & People Services,Superintendent Registrar,LSAB,Supplies & Services,Subscriptions,NATIONAL ASSOCIATION OF MEMORIAL MASONS,17/01/2013,205,
"Development, Business & Housing","AD - Development, Business & Housing",WCAK,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,29/01/2013,2945.2,
"Development, Business & Housing","AD - Development, Business & Housing",WCAN,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,15/01/2013,430,
"Development, Business & Housing","AD - Development, Business & Housing",WCAR,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,29/01/2013,1172.6,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAD,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/01/2013,1670.86,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAD,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,31/01/2013,2202.46,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAD,Capital Expenditure,External Professional Fees,HOARE LEA CONSULTING ENGINEERS,10/01/2013,14550,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAD,Capital Expenditure,Payments to Contractor,KIER CONSTRUCTION LTD,29/01/2013,149130.71,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,22/01/2013,260,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,22/01/2013,8470.31,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/01/2013,135.2,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,25/01/2013,4869.47,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/01/2013,3270.8,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,KIER CONSTRUCTION LTD,29/01/2013,461816.81,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,BES LTD (GAS),10/01/2013,145,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,BRITISH GAS BUSINESS (ELECTRICITY),14/01/2013,409.62,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,VPS (UK) LTD,14/01/2013,210,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,VPS (UK) LTD,22/01/2013,210,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,BES LTD (GAS),10/01/2013,145,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,DYNO-ROD,10/01/2013,17070,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,22/01/2013,2526.25,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,25/01/2013,1213.9,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES,29/01/2013,735,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,Payments to Contractor,AON LTD,29/01/2013,7420,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,Payments to Contractor,City Demolition,29/01/2013,30000,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,Payments to Contractor,RMP SPECIALIST SERVICES LIMITED,31/01/2013,946.05,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAJ,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/01/2013,3991.77,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAJ,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/01/2013,838.45,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Site Purchase,Tranter Lowe,10/01/2013,3750,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAL,Capital Expenditure,Legal Fees,NABARRO,17/01/2013,246.4,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAP,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/01/2013,339.32,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAT,Capital Expenditure,Payments to Contractor,KIER CONSTRUCTION LTD,25/01/2013,1104.18,
"Development, Business & Housing",Building Schools for the Future (BSF),GFAA,Supplies & Services,Furniture - Purchase,Normid,17/01/2013,179.2,
"Development, Business & Housing",Building Schools for the Future (BSF),GFAA,Supplies & Services,Conference Expenses,AFC TELFORD UNITED,22/01/2013,357.2,
"Development, Business & Housing",Development Management,DDAC,Supplies & Services,Legal Expenses,NLP - Nathaniel Lichfield & Partners,21/01/2013,4003.65,
"Development, Business & Housing",Development Management,DDAC,Supplies & Services,Legal Expenses,ATKINS LIMITED,09/01/2013,365.84,
"Development, Business & Housing",Development Management,DDAG,Employees,Professional Subs,R T P I,09/01/2013,115,
"Development, Business & Housing",Development Management,DDAG,Employees,Professional Subs,R T P I,16/01/2013,270,
"Development, Business & Housing",Enterprise & Employment,AEAC,Supplies & Services,Other Grants (Expenses),SHROPSHIRE ENTERPRISE LTD,28/01/2013,4700,
"Development, Business & Housing",Enterprise & Employment,AEAC,Supplies & Services,Other Grants (Expenses),Shropshire Enterprise Partnership,28/01/2013,20300,
"Development, Business & Housing",Enterprise & Employment,AEAD,Supplies & Services,Printing - Other,TELFORD REPROGRAPHICS LTD,09/01/2013,660,
"Development, Business & Housing",Enterprise & Employment,AEAJ,Supplies & Services,Marketing & Publicity,SHROPSHIRE CHAMBER OF COMMERCE & ENTERPR,28/01/2013,426.6,
"Development, Business & Housing",Enterprise & Employment,AEAJ,Supplies & Services,Business Sector Development,Wave-length CIC,28/01/2013,500,
"Development, Business & Housing",Enterprise & Employment,AEAR,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,14/01/2013,725.83,
"Development, Business & Housing",Enterprise & Employment,AEAR,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,16/01/2013,870.22,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,External Professional Fees,MARTIN ROBESON & PARTNERS LTD,14/01/2013,5125,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,External Professional Fees,MARTIN ROBESON & PARTNERS LTD,21/01/2013,1875,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,External Professional Fees,FPCR ENVIRONMENT & DESIGN LTD,07/01/2013,1812.34,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,External Professional Fees,FPCR ENVIRONMENT & DESIGN LTD,07/01/2013,2800,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,External Professional Fees,RPS DESIGN LTD,07/01/2013,10400,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,External Professional Fees,ATKINS LIMITED,07/01/2013,1375,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,External Professional Fees,RPS DESIGN LTD,22/01/2013,3287.5,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,External Professional Fees,HALCROW GROUP LIMTED,07/01/2013,4565,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,New construction conversion & renovation,RODGERS LEASK ENVIRONMENTAL LTD,22/01/2013,1555,
"Development, Business & Housing",Estates & Investments,WGNE,Capital Expenditure,New construction conversion & renovation,RODGERS LEASK ENVIRONMENTAL LTD,11/01/2013,1555,
"Development, Business & Housing",Facilities Management and Cleaning,ASAB,Supplies & Services,Printing - Other,LEXON,17/01/2013,144.68,
"Development, Business & Housing",Facilities Management and Cleaning,ASAB,Income,Hire Of Equipment,RMP SPECIALIST SERVICES LIMITED,14/01/2013,647.4,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,21/01/2013,140,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.24,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,714.61,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.24,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.24,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,-509.37,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.24,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.24,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.24,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.24,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.64,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.64,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.64,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.24,
"Development, Business & Housing",Facilities Management and Cleaning,CFAA,Premises-Related Expenditure,Grounds Maintenance - Other,TELFORD & WREKIN SERVICES LTD,29/01/2013,205.24,
"Development, Business & Housing",Facilities Management and Cleaning,CFAC,Capital Financing Costs,Unitary Charge,PYRAMID SCHOOLS (HADLEY) LTD,21/01/2013,790964.85,
"Development, Business & Housing",Facilities Management and Cleaning,CFAD,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,14/01/2013,17964.19,
"Development, Business & Housing",Facilities Management and Cleaning,CFAD,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,16/01/2013,17904.19,
"Development, Business & Housing",Facilities Management and Cleaning,CFAH,Premises-Related Expenditure,R&M -Building Other,JONES & HAMPTON LTD,21/01/2013,173.25,
