Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,124.75,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,122.76,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,137.52,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,150.46,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,125.25,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,119.90,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,142.75,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,113.05,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,132.71,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,148.17,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,05/02/2013,193.98,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,191.40,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,156.75,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,123.65,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,179.54,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,20/02/2013,110.86,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,05/02/2013,155.69,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,05/02/2013,-155.66,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,05/02/2013,151.97,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,25/02/2013,296.50,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,218.06,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,05/02/2013,117.62,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,05/02/2013,185.00,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,05/02/2013,150.00,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,05/02/2013,111.15,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,05/02/2013,112.29,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,05/02/2013,125.14,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,05/02/2013,132.84,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,20/02/2013,146.43,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,20/02/2013,137.12,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,20/02/2013,106.86,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,20/02/2013,173.68,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,20/02/2013,122.05,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,20/02/2013,103.96,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,117.45,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,283.60,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,SMART FOOD,25/02/2013,343.80,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,25/02/2013,174.11,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,131.42,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,240.36,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,207.57,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,252.46,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,182.94,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,107.23,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,136.35,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,06/02/2013,103.25,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,109.17,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,109.44,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,228.78,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,182.05,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,148.80,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,118.62,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,149.45,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,173.28,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,116.01,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,195.74,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,138.10,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,123.24,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,147.52,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,153.38,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,141.21,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,113.54,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,109.31,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,224.56,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,100.41,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,181.52,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,137.46,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,180.12,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,101.02,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,229.35,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,132.77,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,106.26,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,144.47,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,156.99,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,108.94,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,129.51,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,169.68,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,197.50,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,200.94,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,125.39,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,108.02,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,147.70,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,339.06,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2013,105.42,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,131.91,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,183.64,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,242.59,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,06/02/2013,185.04,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,188.78,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,150.46,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,06/02/2013,150.75,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,06/02/2013,100.56,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,06/02/2013,167.40,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,06/02/2013,129.27,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,06/02/2013,183.63,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,06/02/2013,120.68,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,146.18,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,107.29,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,278.63,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,101.94,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,200.53,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,124.19,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,25/02/2013,112.86,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,187.14,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,299.67,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,125.36,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,114.43,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,107.76,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,130.00,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,267.75,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,229.40,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,116.92,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,134.75,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,154.70,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,135.87,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,166.28,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,166.81,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,104.48,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,119.56,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,307.48,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,151.35,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,05/02/2013,125.79,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,171.63,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,128.38,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,137.07,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,05/02/2013,129.36,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,05/02/2013,124.86,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,05/02/2013,103.52,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,05/02/2013,180.67,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,05/02/2013,114.86,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,05/02/2013,-114.84,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,05/02/2013,116.84,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,171.35,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,05/02/2013,186.07,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,189.10,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,179.54,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,198.19,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,175.91,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,126.21,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,138.95,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,212.74,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,102.33,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,143.92,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,124.52,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,167.85,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,378.41,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,127.04,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,133.92,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,06/02/2013,107.66,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,06/02/2013,124.54,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,218.63,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,108.89,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,106.99,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,107.75,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,101.28,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,127.99,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,146.20,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,113.19,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,111.36,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,123.40,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,106.61,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,SMART FOOD,25/02/2013,420.45,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,104.01,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,122.48,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,113.72,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/02/2013,102.20,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,306.50,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,112.78,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,27/02/2013,197.56,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,27/02/2013,117.89,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,27/02/2013,100.43,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,291.87,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,155.08,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,142.91,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,123.68,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,27/02/2013,110.75,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,27/02/2013,110.24,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,27/02/2013,154.56,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,27/02/2013,162.86,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,136.90,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,14/02/2013,185.98,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,28/02/2013,246.18,
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,DO NOT USE FOR ORDERING- DIRECT BILLING ONLY,07/02/2013,381.41,
