Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,29/07/2014,717.81
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,17/07/2014,743.39
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,17/07/2014,743.11
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,17/07/2014,1805.95
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,17/07/2014,1805.95
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,08/07/2014,1805.95
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,08/07/2014,1805.95
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,08/07/2014,1805.95
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,08/07/2014,1805.95
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,08/07/2014,1700.73
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,08/07/2014,745.16
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,08/07/2014,743.98
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,08/07/2014,654.16
Customer Services,Catering,CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,08/07/2014,702.06
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,10/07/2014,126.81
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,10/07/2014,198.64
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,10/07/2014,192.55
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,03/07/2014,118.62
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,03/07/2014,220.22
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,17/07/2014,211.17
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,17/07/2014,322.64
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,17/07/2014,365.32
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,24/07/2014,218.21
Customer Services,Catering,CASN,Supplies & Services,Provisions,BIKOLD,24/07/2014,175.63
Customer Services,Catering,CASN,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,157.89
Customer Services,Catering,CASN,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,109.75
Customer Services,Catering,CASN,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,119.32
Customer Services,Catering,CASN,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,120.55
Customer Services,Catering,CASN,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,142.05
Customer Services,Catering,CASN,Supplies & Services,Provisions,ROWLANDS & COMPANY,16/07/2014,117.21
Customer Services,Catering,CASN,Supplies & Services,Provisions,ROWLANDS & COMPANY,17/07/2014,139.05
Customer Services,Catering,CASP,Supplies & Services,Provisions,Brambles Foods Ltd,22/07/2014,113.02
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,139.81
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,226.43
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,206.52
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,236.25
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,182.84
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,288.11
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,113.22
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,122.16
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,152.21
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,114.94
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,130.23
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,131.29
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,136.9
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,158.14
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,113.01
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,104.52
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,202.69
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,127.82
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,193.93
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,131.16
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,168.2
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,157.81
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,315
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,277.72
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,345.96
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,110.96
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,107.28
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,218.67
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,145.99
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,273.02
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,252.28
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,178.81
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,205.82
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,188.45
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,106.93
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,104.94
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,135.2
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,136.74
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,228.26
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,115.63
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,117.81
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,129.31
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,114.72
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,149.11
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,165.23
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,220.56
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,118.98
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,178.92
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,10/07/2014,284.14
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,151.75
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,306.86
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,112.68
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,181.48
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,164.23
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,106.3
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,137.78
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,270.12
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,102.29
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,111.89
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,164.6
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,108.78
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,129.93
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,119.16
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,118.55
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,205.57
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,114.77
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,126.4
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,115.64
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,181.01
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,169.96
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,125.66
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,203.33
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,100.11
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,227.77
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,117.13
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,167.85
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,260.42
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,258.87
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,350.3
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,128.66
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,166.28
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,105.59
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,133.42
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,188.56
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,161.46
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,170.32
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,223.01
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,152.87
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,104
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,250.97
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,211.72
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,105.19
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,124.72
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,236.44
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,232.58
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,137.64
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,113.34
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,119.36
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,171.41
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,177.8
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,247.56
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,100.6
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,135.9
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,123.92
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,213.33
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,186.23
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,174.52
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,223.2
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,334.91
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,-232.58
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,259.7
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,03/07/2014,143.16
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,163.11
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,195.04
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,240.49
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,116.96
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,134.09
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,169.12
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,139.83
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,137.06
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,107.57
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,119.17
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,122.52
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,104.34
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,193.34
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,234.32
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,162.1
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,104.4
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,150.78
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,109.55
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,134.42
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,121.67
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,166.37
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,187.96
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,127.44
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,105.88
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,140.05
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,179.45
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,199.79
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,105.47
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,166.23
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,154.57
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,102.73
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,115
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,17/07/2014,138.11
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,24/07/2014,103
Customer Services,Catering,CASP,Supplies & Services,Provisions,BIKOLD,24/07/2014,129.3
Customer Services,Catering,CASP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,ERIC NEVILLE CATERING SUPPLIES LTD,25/07/2014,102
Customer Services,Catering,CASP,Supplies & Services,Equipment - Repair,ERIC NEVILLE CATERING SUPPLIES LTD,09/07/2014,113
Customer Services,Catering,CASP,Supplies & Services,Crockery/Hardware/Light Equip,ERIC NEVILLE CATERING SUPPLIES LTD,25/07/2014,102.84
Customer Services,Catering,CASP,Supplies & Services,Other Services,ERIC NEVILLE CATERING SUPPLIES LTD,07/07/2014,1156.83
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,115.55
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,256.94
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,142.57
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,133.87
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,101.53
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,244.68
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,186
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,102
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,125.32
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,154.58
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,104.53
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,200.97
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,112.63
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,218.02
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,189.71
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,217.08
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,110.86
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,102.97
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,124.4
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,193.94
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,102.55
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,131.61
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,183.67
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,134.54
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,185.08
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,191.79
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,264.42
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,147.4
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,204.06
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,139.04
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,156.28
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,102.67
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,153.18
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,146.29
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,109.11
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,173.9
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,29/07/2014,106.16
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,105.35
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,100.99
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,162.93
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,117.72
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,300.27
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,209.66
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,122.53
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,114.77
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,166.19
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,217.73
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,173.49
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,104.17
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,166.38
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,143.45
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,172.8
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,113.26
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,103.07
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,200.33
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,103.93
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,117.44
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,279.12
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,140.88
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,115.54
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,130.39
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,110.08
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,116.96
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,125.6
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,212.61
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,247.77
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,114.6
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,109.44
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,102.82
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,272.68
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,113.36
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,145.41
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,212.81
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,108.99
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,118.14
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,118.46
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,251.92
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,152.47
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,135.76
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,133.31
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,117
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,102.86
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,189.22
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,121.03
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,150.02
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,237.57
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,133.09
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,138.02
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,155.95
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,104.46
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,108.24
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,187.93
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,128.34
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,128.43
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,126.39
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,169.98
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,160.38
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,07/07/2014,227.22
Customer Services,Catering,CASP,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,31/07/2014,119.76
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,17/07/2014,153.72
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,17/07/2014,107.83
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,17/07/2014,110.61
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,29/07/2014,122.97
