Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GLASS GLAZING & WINDOWS LTD,27/09/2018,102.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,27/09/2018,110
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,27/09/2018,1600.79
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,28/09/2018,250.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,28/09/2018,195.25
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,28/09/2018,181.98
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Grounds Maintenance - Other,Cropper Grounds Maintenance Ltd,21/09/2018,4169.02
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Grounds Maintenance - Other,Cropper Grounds Maintenance Ltd,21/09/2018,4169.02
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Grounds Maintenance - Other,Cropper Grounds Maintenance Ltd,21/09/2018,4169.02
Commercial Services,Property & Design (BiT),Supplies & Services,Other Services,INTERSERVE (FACILITIES MANAGEMENT) LTD,10/09/2018,2130.3
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,25/09/2018,
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,25/09/2018,
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,25/09/2018,4919.27
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,25/09/2018,6078.52
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Grounds Maintenance - Other,NOBRIDGE LTD,25/09/2018,5459.19
Commercial Services,Property & Design (BiT),Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,03/09/2018,15751.73
Commercial Services,Property & Design (BiT),Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,13/09/2018,15751.73
Commercial Services,Property & Design (BiT),Capital Financing Costs,Unitary Charge,PYRAMID SCHOOLS (HADLEY) LTD,21/09/2018,863315.48
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,QUICK SKIPS (TELFORD) LTD,03/09/2018,170
Commercial Services,Property & Design (BiT),Transport-Related Expenditure,Outside Hire,Enterprise Rent-A-Car Uk LTD Trading As Enterprise Flexi Rent,03/09/2018,487.14
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,QUICK SKIPS (TELFORD) LTD,03/09/2018,200
Commercial Services,Property & Design (BiT),Transport-Related Expenditure,Outside Hire,S & P PAINTSHOP LTD,03/09/2018,359.67
Commercial Services,Property & Design (BiT),Transport-Related Expenditure,Outside Hire,S & P PAINTSHOP LTD,03/09/2018,970.08
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,QUICK SKIPS (TELFORD) LTD,18/09/2018,400
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SPECTRUM MOBILE COMMUNICATIONS LTD,13/09/2018,200
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,JCE & SONS LTD,25/09/2018,217.99
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,118
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,JCE & SONS LTD,25/09/2018,164.65
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,G B Limited,03/09/2018,116.85
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/09/2018,1639
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/09/2018,2319
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,JCE & SONS LTD,03/09/2018,193.52
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,LOCSAFE SECURITY SYSTEMS,03/09/2018,224.38
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/09/2018,144.58
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Vandal Damage,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,03/09/2018,470.82
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,G B Limited,03/09/2018,430.19
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Planned Repairs,SECURITY WISE LTD,03/09/2018,1790
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing (Shropshire) Limited,18/09/2018,160
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,18/09/2018,185
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/09/2018,580
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/09/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,20/09/2018,500
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,20/09/2018,475
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,20/09/2018,495
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/09/2018,544.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/09/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/09/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/09/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,20/09/2018,470
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/09/2018,445.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL INFORMATION,20/09/2018,416.39
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,21/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Building Other,WREKIN DRAIN SERVICES LTD,24/09/2018,260
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Building Other,WREKIN DRAIN SERVICES LTD,24/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,24/09/2018,1240.13
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,25/09/2018,410
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,10/09/2018,2407.48
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,1534.21
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,123.35
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,101.36
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,105.78
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,111.71
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Building Other,C B LTD,10/09/2018,236.25
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,10/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,10/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,10/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,SCOTTISH & SOUTHERN ENERGY,03/09/2018,456.56
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,SCOTTISH & SOUTHERN ENERGY,03/09/2018,228.96
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,115.25
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),26/09/2018,117.32
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,128.1
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,154.81
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,03/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,03/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Tenant Damage,WINDOW & DOOR CONTRACT SERVICES,03/09/2018,192.62
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Hygiene Services,PHS GROUP,03/09/2018,105.3
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Winlock,03/09/2018,150
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,18/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,12/09/2018,2218.44
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,19/09/2018,142
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Winlock,19/09/2018,
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/09/2018,100.17
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/09/2018,105.6
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Gleaming Services Limited,13/09/2018,130
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,24/09/2018,140
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing (Shropshire) Limited,18/09/2018,175
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,13/09/2018,316
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,13/09/2018,431
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TURNER ENGINE POWERED SERVICES LTD,13/09/2018,877
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,06/09/2018,702.7
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,06/09/2018,334.86
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Lift Source (UK) Limited,06/09/2018,782.8
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,28/09/2018,780
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,28/09/2018,978.63
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Hygiene Services,PHS GROUP,24/09/2018,982.24
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Trade Refuse,FCC Recycling (UK) Ltd ,25/09/2018,458.38
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Trade Refuse,PHS GROUP,25/09/2018,611.1
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,1155.68
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,165.51
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,1214
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,1076.44
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,104.07
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,2878.57
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,179.88
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,454.05
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,110.84
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),26/09/2018,405.64
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),26/09/2018,663.99
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,163.62
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,146.35
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,104.71
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),26/09/2018,209.56
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,(CIS) BRITISH GAS SERVICES LTD ,18/09/2018,299.55
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,General Rents,COMBINED PROPERTY CONTROL,10/09/2018,118150.13
Commercial Services,Property & Design (BiT),Employees,Course Fees,Clayton Consult Ltd,11/09/2018,1200
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,11/09/2018,
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,11/09/2018,227.87
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,06/09/2018,642.78
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Trade Refuse,FCC Recycling (UK) Ltd ,06/09/2018,423.12
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,06/09/2018,1098.29
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Water Rates,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,06/09/2018,749.88
Commercial Services,Property & Design (BiT),Employees,Agency Supply Costs,NIYAA PEOPLE LTD,06/09/2018,545.32
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,24/09/2018,338
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,298
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,141.05
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,323
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SICO EUROPE LTD,25/09/2018,3677.52
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,327
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,112
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Whittle Programmed Maintenance Ltd,18/09/2018,4212
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,KRM CONTRACTORS LTD,18/09/2018,2517.8
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,28/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G B Limited,28/09/2018,197
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,28/09/2018,128
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,28/09/2018,325
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,24/09/2018,190
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,24/09/2018,531.1
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,268.63
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,231.52
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,367.98
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,654
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,840
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,198.23
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,111
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,561.9
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,292.7
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Savills (UK) Limited,25/09/2018,3750
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,25/09/2018,188
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,25/09/2018,129
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,400.19
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,ASLES (TOOL HIRE & SALES) LTD,25/09/2018,481.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,235.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,25/09/2018,618.86
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,17/09/2018,169.59
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,17/09/2018,154
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,18/09/2018,180
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,18/09/2018,169
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,11/09/2018,194
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,11/09/2018,285
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,11/09/2018,602.8
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/09/2018,1750
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,OSPREY WATER MANAGEMENT LTD,11/09/2018,752.39
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Restore Datashred,11/09/2018,165.83
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TECHNOLOGY SUPPLIES,11/09/2018,365.05
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,ARJO UK LTD,13/09/2018,242.56
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,13/09/2018,612.16
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,13/09/2018,273.47
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JOHNSON CONTROLS LTD,13/09/2018,366.81
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Celsius Design Limited,06/09/2018,
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SKI SLOPE SERVICES LTD,06/09/2018,4173
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Celsius Design Limited,06/09/2018,1140
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Savills (UK) Limited,06/09/2018,7500
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Celsius Design Limited,06/09/2018,275
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,28/09/2018,302.94
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,28/09/2018,391.18
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,28/09/2018,105
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,28/09/2018,293.32
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,(CIS) BRITISH GAS SERVICES LTD ,20/09/2018,759.78
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,(CIS) BRITISH GAS SERVICES LTD ,20/09/2018,205.02
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,WREKIN DRAIN SERVICES LTD,24/09/2018,440
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,25/09/2018,175
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JCE & SONS LTD,25/09/2018,456.06
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,ARJO UK LTD,25/09/2018,131.3
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,25/09/2018,214.76
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,25/09/2018,347.56
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,25/09/2018,231.41
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,25/09/2018,168
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,25/09/2018,264
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,THOMAS CONSULTING,17/09/2018,3014.6
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Pinnacle Safety Group Ltd,18/09/2018,275
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,18/09/2018,160
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,18/09/2018,212.2
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Pinnacle Safety Group Ltd,18/09/2018,275
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,(CIS) BRITISH GAS SERVICES LTD ,11/09/2018,278.72
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,(CIS) BRITISH GAS SERVICES LTD ,11/09/2018,278.72
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,(CIS) BRITISH GAS SERVICES LTD ,11/09/2018,278.72
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,11/09/2018,299
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,JAK WATER SYSTEMS LTD,11/09/2018,292
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/09/2018,2996
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/09/2018,176.8
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,19/09/2018,386
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,AUDIENCE SYSTEMS LTD,13/09/2018,1580.4
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,28/09/2018,325
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M - Pavillions,IMServ Europe Ltd,06/09/2018,167.11
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SKI SLOPE SERVICES LTD,06/09/2018,857.87
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,28/09/2018,160
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,COOL SERVICES LTD,28/09/2018,213
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,COOL SERVICES LTD,28/09/2018,591.89
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,28/09/2018,150
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,28/09/2018,160
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,28/09/2018,160
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/09/2018,1645.12
