Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018," 2,182.97 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 730.57 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GB Limited,14/08/2018, 191.25 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 182.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GB Limited,14/08/2018, 211.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GB Limited,14/08/2018, 182.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GB Limited,14/08/2018, 136.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GB Limited,14/08/2018, 235.22 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GB Limited,14/08/2018, 122.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GB Limited,14/08/2018, 286.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018," 1,470.65 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,22/08/2018, 142.43 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 136.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GB Limited,14/08/2018, 275.08 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 141.67 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 233.76 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 651.38 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 149.60 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 272.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GB Limited,14/08/2018, 364.74 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,01/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,01/08/2018, 282.25 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Churches Fire Security Ltd,01/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,01/08/2018, 190.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,01/08/2018, 209.25 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,10/08/2018, 590.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,Churches Fire Security Ltd,01/08/2018, 119.64 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,North Staffs Irrigation LTD,17/08/2018, 110.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Trade Refuse,FCC Recycling (UK) Ltd ,14/08/2018, 493.64 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Trade Refuse,FCC Recycling (UK) Ltd ,14/08/2018, 155.10 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Trade Refuse,FCC Recycling (UK) Ltd ,30/08/2018, 124.08 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WAGSTAFF SCHOOL FURNITURE,22/08/2018," 2,390.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WAGSTAFF SCHOOL FURNITURE,22/08/2018, 490.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WAGSTAFF SCHOOL FURNITURE,22/08/2018," 1,170.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,ARJO UK LTD,06/08/2018, 112.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,ARJO UK LTD,01/08/2018, 233.53 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,ARJO UK LTD,01/08/2018, 273.45 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,ASLES (TOOL HIRE & SALES) LTD,22/08/2018, 310.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,AQUALOGIC (WC) LTD,14/08/2018, 167.10 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,AQUALOGIC (WC) LTD,06/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,CB LTD,06/08/2018, 212.58 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,CB LTD,06/08/2018, 114.72 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,22/08/2018, 184.60 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,01/08/2018, 237.98 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,22/08/2018, 277.94 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,22/08/2018, 181.60 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,22/08/2018, 720.32 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,22/08/2018, 271.51 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,01/08/2018, 221.40 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,01/08/2018, 229.76 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,01/08/2018, 136.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,01/08/2018, 239.10 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,01/08/2018, 139.10 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,22/08/2018, 230.02 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,22/08/2018, 164.95 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,BRADLEY INDUSTRIAL SERVICES,22/08/2018, 248.15 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,10/08/2018, 247.32 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,10/08/2018, 170.78 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRADLEY INDUSTRIAL SERVICES,01/08/2018, 158.88 
Commercial Services,Property & Design (BiT),Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,17/08/2018, 737.74 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/08/2018, 544.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/08/2018, 445.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/08/2018, 445.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/08/2018, 445.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/08/2018, 445.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Leasehold Rents,CHURCHILL PL LIMITED,20/08/2018, 445.50 
Commercial Services,Property & Design (BiT),Employees,Professional Subs,CONCERTO SUPPORT SERVICES LTD,16/08/2018," 5,000.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,DMW ENVIRONMENTAL SAFETY LTD,01/08/2018, 450.00 
Commercial Services,Property & Design (BiT),Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,02/08/2018, 861.01 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GAS ALARM SYSTEMS LTD,01/08/2018, 157.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GAS ALARM SYSTEMS LTD,01/08/2018, 157.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GAS ALARM SYSTEMS LTD,01/08/2018, 157.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GAS ALARM SYSTEMS LTD,01/08/2018, 157.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GAS ALARM SYSTEMS LTD,01/08/2018, 236.01 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,GAS ALARM SYSTEMS LTD,01/08/2018, 157.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HANOVIA LIMITED,17/08/2018, 930.75 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,HANOVIA LIMITED,17/08/2018," 1,612.45 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JAK WATER SYSTEMS LTD,10/08/2018, 146.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,LOCSAFE SECURITY SYSTEMS,22/08/2018, 103.50 
Commercial Services,Property & Design (BiT),Supplies & Services,Security Services,LEISURE SEC PLC,30/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Supplies & Services,Security Services,LEISURE SEC PLC,30/08/2018, 125.00 
Commercial Services,Property & Design (BiT),Supplies & Services,Security Services,LEISURE SEC PLC,30/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Supplies & Services,Security Services,LEISURE SEC PLC,10/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Supplies & Services,Security Services,LEISURE SEC PLC,01/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Supplies & Services,Security Services,LEISURE SEC PLC,14/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Swimming Pool Chemicals,MAIN MAN SUPPLIES LTD,23/08/2018, 308.69 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Swimming Pool Chemicals,MAIN MAN SUPPLIES LTD,02/08/2018, 118.74 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Solid Fuel,FOREST FUELS,14/08/2018, 563.57 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Solid Fuel,FOREST FUELS,14/08/2018, 107.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,01/08/2018, 138.24 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,02/08/2018, 130.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,02/08/2018, 104.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,02/08/2018, 155.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,14/08/2018, 396.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,01/08/2018, 155.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,NYKE ENERGY SERVICES LIMITED,01/08/2018, 483.84 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,NYKE ENERGY SERVICES LIMITED,01/08/2018, 130.56 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,NYKE ENERGY SERVICES LIMITED,02/08/2018, 384.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,06/08/2018, 162.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,10/08/2018, 130.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,01/08/2018, 162.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,01/08/2018, 211.25 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,14/08/2018," 1,386.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NYKE ENERGY SERVICES LIMITED,14/08/2018, 374.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,01/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,01/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,01/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,OSBORNE DELTA (LIGHTNING CONDUCTORS) LTD,01/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,OSPREY WATER MANAGEMENT LTD,01/08/2018, 352.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,OSPREY WATER MANAGEMENT LTD,14/08/2018, 553.56 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,OSPREY WATER MANAGEMENT LTD,30/08/2018, 176.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Clean Mats & Toilet Requisites,PROVAC CLEANING SUPPLIES LTD,16/08/2018, 586.88 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Clean Mats & Toilet Requisites,PROVAC CLEANING SUPPLIES LTD,17/08/2018, 594.81 
Commercial Services,Property & Design (BiT),Supplies & Services,Chemicals/Cleaning Products,PROVAC CLEANING SUPPLIES LTD,15/08/2018, 570.70 
Commercial Services,Property & Design (BiT),Supplies & Services,Marketing & Publicity,PHOENIX SOFTWARE LTD,15/08/2018, 180.00 
Commercial Services,Property & Design (BiT),Supplies & Services,Marketing & Publicity,PHOENIX SOFTWARE LTD,15/08/2018," 1,416.00 "
Commercial Services,Property & Design (BiT),Supplies & Services,Marketing & Publicity,PHOENIX SOFTWARE LTD,15/08/2018, 300.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,10/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,10/08/2018, 180.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,10/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PROKILL UK LIMITED,10/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Building Other,PROKILL UK LIMITED,10/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Building Other,PROKILL UK LIMITED,10/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,QUICK SKIPS (TELFORD) LTD,01/08/2018, 201.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,QUICK SKIPS (TELFORD) LTD,01/08/2018, 825.00 
Commercial Services,Property & Design (BiT),Employees,Professional Subs,RICS BUSINESS SERVICES,02/08/2018, 200.00 
Commercial Services,Property & Design (BiT),Employees,Professional Subs,RICS BUSINESS SERVICES,02/08/2018, 250.00 
Commercial Services,Property & Design (BiT),Employees,Cont Prof Development,RIBA ENTERPRISES LTD,30/08/2018," 5,975.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/08/2018, 160.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,17/08/2018, 215.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,06/08/2018," 1,551.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,06/08/2018," 4,134.00 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,17/08/2018, 142.54 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,14/08/2018, 160.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,14/08/2018, 160.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,06/08/2018, 160.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,01/08/2018, 122.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,06/08/2018, 225.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,17/08/2018, 140.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SECURITY WISE LTD,14/08/2018, 246.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,06/08/2018, 120.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,06/08/2018, 294.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,22/08/2018, 200.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,14/08/2018, 180.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,06/08/2018, 247.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,17/08/2018, 150.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,01/08/2018, 125.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,SCOTTISH POWER PLC,01/08/2018, 123.09 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G M TREBLE LTD,14/08/2018, 180.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,G M TREBLE LTD,14/08/2018, 627.37 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,G M TREBLE LTD,07/08/2018, 472.83 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,G M TREBLE LTD,07/08/2018, 281.58 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,TURNER ENGINE POWERED SERVICES LTD,06/08/2018, 395.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Trade Refuse,VEOLIA ES (UK) LTD,22/08/2018, 101.79 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Trade Refuse,VEOLIA ES (UK) LTD,01/08/2018, 101.54 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WESSEX LIFT CO. LTD,01/08/2018, 165.00 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,SKI SLOPE SERVICES LTD,17/08/2018, 599.28 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Service Contracts,SKI SLOPE SERVICES LTD,03/08/2018," 3,689.75 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),21/08/2018, 117.32 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 118.34 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018," 1,688.04 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018," 2,090.07 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018, 159.47 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),24/08/2018, 130.84 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018, 402.22 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018," 1,557.50 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018, 155.24 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018, 625.13 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018, 184.67 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018, 131.97 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 504.02 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),21/08/2018, 198.52 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 855.03 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018, 237.55 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018," 1,359.74 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),24/08/2018," 3,776.87 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 227.70 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 157.83 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 108.49 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 1,879.34 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 1,685.78 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 2,602.76 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),21/08/2018," 1,842.29 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 5,018.40 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 3,076.81 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 3,913.27 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 134.64 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 5,022.47 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 398.45 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 1,707.88 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),21/08/2018, 980.35 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),21/08/2018, 441.50 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 103.63 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),21/08/2018, 149.61 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Gas,West Mercia Energy (WME),21/08/2018, 133.05 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 929.71 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 306.28 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 7,791.76 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018," 8,402.58 "
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 186.86 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 129.47 
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/08/2018, 214.39 
