Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,112.58,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,147.05,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,109.09,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,119.16,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,100.62,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,258.19,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,159.92,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,345.09,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,117.68,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,100.32,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,120.07,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,118.13,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,11/02/2014,133.59,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,106.3,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,205.38,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,112.67,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,122.97,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,103.58,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,102.88,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,108.06,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,179.61,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,141.72,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,118.02,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,111.22,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,116.92,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,120.36,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,131.27,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,172.93,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,122.99,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,11/02/2014,106.26,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,170.24,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,144,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,123.51,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,228.93,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,161.84,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,193.39,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,158.34,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,299.96,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,137.44,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,168.19,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,213.61,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,175.25,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,219.24,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,227.99,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,193.47,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,198.37,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,310.09,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,185.82,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,227.41,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,105.69,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,134.07,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,155.75,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,188.16,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,193.5,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,140.05,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,228.72,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,158.16,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,146.17,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,115.21,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,198.68,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,116.29,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,141.42,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,104.46,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,173.13,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,101.56,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,103.65,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,100.21,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,176.22,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,189.56,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,155.57,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,143.56,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,174.8,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,111.73,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,113.08,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,129.83,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,18/02/2014,102.5,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,177.08,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,149.02,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,218.23,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,13/02/2014,287.51,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,201.32,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,107.07,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,178.6,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,128.02,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,133.05,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,203.59,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,122.24,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,125.5,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,199.27,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,185.47,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,111.76,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,20/02/2014,177.97,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,24/02/2014,167,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,24/02/2014,212.86,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,Brambles Foods Ltd,24/02/2014,127.32,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,24/02/2014,187,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,27/02/2014,202.12,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,27/02/2014,129.89,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,129.22,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,232.41,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,223.79,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,135.51,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,200.9,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,162.99,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,243.35,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,140.92,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,190.48,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,163.61,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,180.8,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,100.3,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,103.96,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,163.75,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,147.4,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,319.64,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,141.07,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,103.34,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,169.23,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,157.71,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,112.78,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,404.87,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,229,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,255.4,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,165.8,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,160.93,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,252.15,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,190.96,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,252.74,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,105.29,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,103.36,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,112.06,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,114.9,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,139.22,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,240.68,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,126.81,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,178.26,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,181.12,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,101.09,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,244.57,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,331.42,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,244.68,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,173.75,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,157.33,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,130.13,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,125.84,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,104.33,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,143.34,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,156.54,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,140.45,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,124.15,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,123.16,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,210.3,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,193.39,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,356.89,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,106.7,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,164.18,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,398.84,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,108.64,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,239.61,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,132.8,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,174.13,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,231.97,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,147.56,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,110.34,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,131.12,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,102.69,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,173.29,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,107.01,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,252.6,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,144.25,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,114.65,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,129.2,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,149.49,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,139.91,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,107.85,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,202.46,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,126.64,,,,,,,,
Customer Services,Education & Commercial Catering,CASP,Supplies & Services,Provisions,BIKOLD,27/02/2014,192.59,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Holidays & Outings,SMART FOOD,18/02/2014,343.2,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,07/02/2014,162.5,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,07/02/2014,135.59,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,07/02/2014,179.64,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,07/02/2014,343.79,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,07/02/2014,618,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,07/02/2014,273.08,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,07/02/2014,136.68,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,07/02/2014,294.92,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,07/02/2014,294.92,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,281.31,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,103.54,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,148.9,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,224.86,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,103.92,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,230.08,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,122.81,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,103,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,112.35,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,125.78,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,123.01,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,224.77,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,346.91,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,115.2,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,215.76,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,119.32,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,604.49,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,BIKOLD,06/02/2014,159.15,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,SMART FOOD,05/02/2014,381.4,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/02/2014,124.75,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/02/2014,195.24,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/02/2014,325.48,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/02/2014,149.7,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/02/2014,124.75,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,SMART FOOD,05/02/2014,381.4,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,SMART FOOD,05/02/2014,353.78,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,SMART FOOD,05/02/2014,241.8,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/02/2014,264.76,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/02/2014,148.56,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,05/02/2014,131.08,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,05/02/2014,116.32,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/02/2014,105.88,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/02/2014,166.35,,,,,,,,
Customer Services,Education & Commercial Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/02/2014,221.8,,,,,,,,
