Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Customer Services,Catering,CASP,Supplies & Services,Provisions,Brambles Foods Ltd,09/05/2014,126.65
Customer Services,Catering,CASP,Supplies & Services,Provisions,Brambles Foods Ltd,16/05/2014,107.23
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,128.27
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,-163.94
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,-126.17
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,-150.80
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,166.69
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,218.53
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,140.87
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,106.86
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,186.67
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,156.52
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,189.24
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,141.56
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,259.45
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,107.75
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,272.29
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,122.14
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,136.33
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,101.70
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,-163.94
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,180.69
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,125.76
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,100.58
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,108.78
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,108.82
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,125.74
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,101.71
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,120.46
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,158.93
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,223.94
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,101.39
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,162.88
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,119.82
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,186.55
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,129.20
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,109.98
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,109.66
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,205.80
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,127.05
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,143.81
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,185.76
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,113.37
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,104.49
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,133.64
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,109.56
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,172.57
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,181.57
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,138.91
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,181.10
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,123.87
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,122.60
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,100.88
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,249.70
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,100.45
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,166.89
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,109.05
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,131.14
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,155.53
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,118.41
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,105.46
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,162.32
Customer Services,Catering,CASP,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,258.44
Customer Services,Catering,CASP,Supplies & Services,Provisions,MERIDIAN COST BENEFIT LTD,22/05/2014,273.96
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,13/05/2014,133.37
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,13/05/2014,120.65
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,13/05/2014,110.14
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,13/05/2014,127.59
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,13/05/2014,168.85
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,13/05/2014,110.80
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,16/05/2014,104.40
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,16/05/2014,123.07
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,16/05/2014,166.28
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,16/05/2014,117.85
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,16/05/2014,103.91
Customer Services,Catering,CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,16/05/2014,111.36
Customer Services,Catering,CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,27/05/2014,288.50
Customer Services,Catering,CASP,Supplies & Services,Stationery,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),27/05/2014,-339.00
Customer Services,Catering,CASS,Supplies & Services,Provisions,BDO LLP Administrators for The Fabulous Bakin' Boys Ltd,19/05/2014,104.30
Customer Services,Catering,CASS,Supplies & Services,Provisions,BDO LLP Administrators for The Fabulous Bakin' Boys Ltd,19/05/2014,120.88
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,191.89
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,124.47
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,147.44
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,389.62
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,109.79
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,163.93
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,224.24
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,395.93
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,167.90
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,08/05/2014,160.00
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,237.84
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,194.78
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,346.59
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,237.33
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,276.83
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,106.64
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,132.12
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,227.59
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,108.13
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,100.38
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,256.68
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,139.37
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,360.32
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,15/05/2014,138.69
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,153.32
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,155.15
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,254.93
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,261.56
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,220.47
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,123.76
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,100.79
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,240.64
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,155.59
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,105.89
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,261.17
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,152.32
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,100.60
Customer Services,Catering,CASS,Supplies & Services,Provisions,BIKOLD,22/05/2014,104.14
Customer Services,Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,09/05/2014,369.00
Customer Services,Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,09/05/2014,630.50
Customer Services,Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,16/05/2014,168.26
Customer Services,Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,16/05/2014,321.93
Customer Services,Catering,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,16/05/2014,150.58
Customer Services,Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,121.17
Customer Services,Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/05/2014,202.01
Customer Services,Catering,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,165.12
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,09/05/2014,119.76
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,09/05/2014,229.71
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,09/05/2014,131.46
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,09/05/2014,119.76
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,16/05/2014,199.60
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,16/05/2014,249.28
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,16/05/2014,109.78
Customer Services,Catering,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,16/05/2014,139.72
Customer Services,Catering,CASS,Supplies & Services,Provisions,ROWLANDS & COMPANY,13/05/2014,131.67
Customer Services,Catering,CASS,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,27/05/2014,109.00
Customer Services,Catering,CASS,Supplies & Services,Provisions,SMART FOOD,09/05/2014,305.40
Customer Services,Catering,CASS,Supplies & Services,Provisions,Tasties of Chester Ltd,14/05/2014,623.40
Customer Services,Catering,CASS,Supplies & Services,Provisions,TROPICAL ICE,09/05/2014,360.00
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,08/05/2014,157.53
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,08/05/2014,153.98
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,08/05/2014,193.24
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,15/05/2014,154.97
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,15/05/2014,124.75
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,15/05/2014,128.28
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,22/05/2014,137.16
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,22/05/2014,266.79
Customer Services,Catering,CASX,Supplies & Services,Provisions,BIKOLD,22/05/2014,100.75
Customer Services,Catering,COMM,Premises-Related Expenditure,R&M -Buildings DLO Charge,DUDLEY'S GLASS (TELFORD) LTD,20/05/2014,121.60
Customer Services,Catering,COMM,Supplies & Services,Equipment - Hire,ShropshireVendingServices,19/05/2014,124.12
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,08/05/2014,100.45
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,08/05/2014,225.15
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,08/05/2014,115.48
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,08/05/2014,129.36
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,08/05/2014,118.57
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,15/05/2014,119.62
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,15/05/2014,116.80
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,15/05/2014,198.22
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,22/05/2014,179.42
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,22/05/2014,272.14
Customer Services,Catering,COMM,Supplies & Services,Provisions,BIKOLD,22/05/2014,299.74
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,19/05/2014,423.86
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,19/05/2014,108.19
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,19/05/2014,130.37
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,19/05/2014,307.42
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,19/05/2014,274.52
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,19/05/2014,184.38
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,02/05/2014,438.51
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,16/05/2014,423.86
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,16/05/2014,604.29
Customer Services,Catering,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,20/05/2014,172.99
Customer Services,Catering,COMM,Supplies & Services,Provisions,Elfalafel,16/05/2014,125.00
Customer Services,Catering,COMM,Supplies & Services,Provisions,John Sheppard Catering Butchers,16/05/2014,122.67
Customer Services,Catering,LEIC,Supplies & Services,Equipment - Purchase,SHREWSBURY & TELFORD CASH REGISTER CO,13/05/2014,"3,300.00"
Customer Services,Catering,LEIC,Supplies & Services,Printing - Other,SIGNS EXPRESS (TELFORD),23/05/2014,287.00
Customer Services,Catering,LEIC,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,13/05/2014,138.10
Customer Services,Catering,LEIC,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,13/05/2014,295.60
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BDO LLP Administrators for The Fabulous Bakin' Boys Ltd,23/05/2014,163.23
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BDO LLP Administrators for The Fabulous Bakin' Boys Ltd,23/05/2014,146.23
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BIKOLD,19/05/2014,390.17
Customer Services,Catering,LEIC,Supplies & Services,Provisions,BIKOLD,19/05/2014,363.15
Customer Services,Catering,LEIC,Supplies & Services,Provisions,Brambles Foods Ltd,23/05/2014,122.48
Customer Services,Catering,LEIC,Supplies & Services,Provisions,Brambles Foods Ltd,23/05/2014,121.56
Customer Services,Catering,LEIC,Supplies & Services,Provisions,Brambles Foods Ltd,23/05/2014,168.03
Customer Services,Catering,LEIC,Supplies & Services,Provisions,TROPICAL ICE,23/05/2014,855.00
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,01/05/2014,"2,092.09"
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Security Services,SMARTWATER TECHNOLOGY LTD,16/05/2014,130.00
Customer Services,Customer & Registrars Services,LSAA,Premises-Related Expenditure,Grounds Maintenance - Registry Office,Limetree Landscape Services and Nurseries Limited,06/05/2014,364.00
Customer Services,Customer & Registrars Services,LSAA,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,20/05/2014,321.10
Customer Services,Customer & Registrars Services,LSAA,Supplies & Services,Equipment - Purchase,Cartridge Save Limited,08/05/2014,133.76
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,23/05/2014,"3,829.93"
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,23/05/2014,"2,527.64"
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Subscriptions,ICCM,01/05/2014,445.00
Customer Services,Facilities Management and Cleaning Services,ASAB,Supplies & Services,Other Expenses,BUSINESS WATCH GUARDING LIMITED,09/05/2014,742.08
Customer Services,Facilities Management and Cleaning Services,ASAB,Supplies & Services,Other Expenses,BUSINESS WATCH GUARDING LIMITED,21/05/2014,234.00
Customer Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,Grounds Maintenance,NOBRIDGE LTD,09/05/2014,"3,351.81"
Customer Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,R&M -Buildings DLO Charge,NOBRIDGE LTD,13/05/2014,"3,351.81"
Customer Services,Facilities Management and Cleaning Services,CFAD,Supplies & Services,Presiding Officer & Poll Clerk,BUSINESS WATCH GUARDING LIMITED,27/05/2014,"17,940.78"
Customer Services,Facilities Management and Cleaning Services,CFAM,Premises-Related Expenditure,R&M -Building Other,D P WILCOX & SON,06/05/2014,185.00
Customer Services,Facilities Management and Cleaning Services,CFAS,Employees,Training Expenses,STROMA CERIFICATION LTD,06/05/2014,"1,205.00"
Customer Services,Facilities Management and Cleaning Services,CFAV,Capital Financing Costs,Unitary Charge,PYRAMID SCHOOLS (HADLEY) LTD,23/05/2014,"818,679.29"
Customer Services,Facilities Management and Cleaning Services,CFAV,Capital Financing Costs,Utility Charge,PYRAMID SCHOOLS (HADLEY) LTD,20/05/2014,"182,903.36"
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,AY FABRICATIONS LTD,09/05/2014,240.00
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,AY FABRICATIONS LTD,07/05/2014,102.00
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,AY FABRICATIONS LTD,07/05/2014,138.00
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,MESSRS FARR & HARRIS LTD,21/05/2014,124.93
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SCREWFIX DIRECT,27/05/2014,107.42
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SCREWFIX DIRECT,27/05/2014,194.48
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SCREWFIX DIRECT,27/05/2014,248.77
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,09/05/2014,281.66
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,20/05/2014,"1,046.00"
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,16/05/2014,"1,046.00"
Customer Services,Facilities Management and Cleaning Services,CFAY,Supplies & Services,Equipment - Hire,DCI RECYCLING,19/05/2014,116.67
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2014,122.14
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2014,178.00
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2014,150.72
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2014,183.90
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,27/05/2014,174.01
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,23/05/2014,157.50
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2014,102.63
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2014,107.49
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,08/05/2014,140.63
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,08/05/2014,112.50
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,23/05/2014,112.50
Customer Services,Facilities Management and Cleaning Services,CLSX,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2014,133.77
Customer Services,ICT,CBAG,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,15/05/2014,638.32
Customer Services,ICT,CBAG,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,08/05/2014,"1,828.80"
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,Digital Exchange Products Ltd,01/05/2014,295.00
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,15/05/2014,298.00
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,27/05/2014,638.32
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,12/05/2014,142.00
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,12/05/2014,193.20
Customer Services,ICT,CBAG,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,12/05/2014,600.96
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,16/05/2014,"5,905.24"
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,16/05/2014,183.98
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,16/05/2014,678.28
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,16/05/2014,"1,326.26"
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,16/05/2014,"1,887.21"
Customer Services,ICT,CBAG,Supplies & Services,Mobile Phones,ORANGE PERSONAL COMM SERVICES LTD,16/05/2014,"16,573.83"
Customer Services,ICT,CBAG,Supplies & Services,Other Expenses,PROCESS FLOWS UK LTD,16/05/2014,282.27
Customer Services,ICT,CBAG,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,30/05/2014,125.00
Customer Services,ICT,CBAG,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,22/05/2014,125.00
Customer Services,ICT,CBAG,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,16/05/2014,"9,522.11"
Customer Services,ICT,CBAH,Premises-Related Expenditure,R&M -Building Other,ADT FIRE & SECURITY PLC,22/05/2014,849.59
Customer Services,ICT,CBAH,Premises-Related Expenditure,R&M -Building Other,Protec Fire Detection PLC,30/05/2014,"1,931.39"
Customer Services,ICT,CBAH,Supplies & Services,Comp Software (Purch / Hire),Bromcom Computers Plc,22/05/2014,449.60
Customer Services,ICT,CBAJ,Employees,Staff Training,EXPOTEL HOTEL RESERVATIONS LIMITED,16/05/2014,352.40
