Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/03/2013,228.60
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/03/2013,175.50
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/03/2013,-175.50
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,UTV Media (GB) Accounts,19/03/2013,126.00
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,UTV Media (GB) Accounts,26/03/2013,500.00
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,26/03/2013,170.10
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,13/03/2013,577.49
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,26/03/2013,170.10
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,26/03/2013,150.00
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,13/03/2013,"2,700.00"
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,01/03/2013,170.10
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,01/03/2013,243.00
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,ClearChannel Outdoor,05/03/2013,740.00
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,13/03/2013,291.60
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,13/03/2013,291.60
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,21/03/2013,437.40
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,21/03/2013,170.10
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,21/03/2013,291.60
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,21/03/2013,113.40
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,13/03/2013,412.00
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,13/03/2013,113.40
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,07/03/2013,351.00
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,26/03/2013,680.40
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,Scene Local Media Ltd,07/03/2013,269.10
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,PARTNERSHIP PUBLISHING LTD,07/03/2013,110.00
Co-Operative Council,Communications & Marketing,MMAD,Supplies & Services,Advertising,ClearChannel Outdoor,07/03/2013,"1,100.00"
Co-Operative Council,Community Engagement & Voluntary Sector,AEAH,Supplies & Services,Other Expenses,FAIRSHARE CREDIT UNION LTD,04/03/2013,"24,745.00"
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,NEWPORT TOWN COUNCIL,01/03/2013,"1,000.00"
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,NEWPORT TOWN COUNCIL,01/03/2013,"1,000.00"
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,NEWPORT TOWN COUNCIL,01/03/2013,"1,000.00"
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,SUTTON HILL FAMILIES PROJECT,21/03/2013,330.00
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,MADELEY PARISH COUNCIL,12/03/2013,500.00
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,BELMONT COMMUNITY HALL,12/03/2013,"1,000.00"
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,DAWLEY CHRISTIAN CENTRE,26/03/2013,200.00
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,NEWPORT TOWN COUNCIL,01/03/2013,"1,000.00"
Co-Operative Council,Corporate Core,MHAB,Supplies & Services,Conference Expenses,ADASS,07/03/2013,495.00
Co-Operative Council,Delivery & Planning,MDAB,Supplies & Services,Subscriptions,SNAP SURVEYS LTD,05/03/2013,699.00
Co-Operative Council,Delivery & Planning,MDAB,Supplies & Services,Research Surveys,Office for National Statistics,27/03/2013,150.00
Co-Operative Council,Policy & Strategy,MPAC,Supplies & Services,Hospitality,MEETING POINT TRUST LTD,26/03/2013,153.55
Customer & People Services,Customer Services Manager,LMAA,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,01/03/2013,500.32
Customer & People Services,Customer Services Manager,LMAA,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,01/03/2013,120.00
Customer & People Services,Customer Services Manager,LMAA,Supplies & Services,Equipment - Purchase,EUROPEAN ELECTRONIQUE LTD,01/03/2013,159.00
Customer & People Services,Facilities (Catering & Cleaning),CADD,Supplies & Services,Provisions,BIKOLD,21/03/2013,374.43
Customer & People Services,Facilities (Catering & Cleaning),CADD,Supplies & Services,Provisions,BIKOLD,07/03/2013,409.58
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,BIKOLD,27/03/2013,129.67
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Equipment - Purchase,ERIC NEVILLE CATERING SUPPLIES LTD,05/03/2013,192.00
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Equipment - Purchase,ERIC NEVILLE CATERING SUPPLIES LTD,05/03/2013,232.75
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Equipment - Purchase,REDACTED PERSONAL INFORMATION,27/03/2013,320.00
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Other Materials,ERIC NEVILLE CATERING SUPPLIES LTD,05/03/2013,114.03
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,BIKOLD,07/03/2013,258.74
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,BIKOLD,07/03/2013,130.03
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,BIKOLD,27/03/2013,144.59
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,BIKOLD,21/03/2013,142.12
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,G N BADLEY & SONS,11/03/2013,208.85
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,BIKOLD,21/03/2013,124.75
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,BIKOLD,21/03/2013,155.79
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,G N BADLEY & SONS,11/03/2013,168.72
Customer & People Services,Facilities (Catering & Cleaning),CAFE,Supplies & Services,Provisions,BIKOLD,14/03/2013,100.58
Customer & People Services,Facilities (Catering & Cleaning),CAHC,Employees,Training Expenses,ELEKTRON TECHNOLOGY UK LTD,14/03/2013,167.00
Customer & People Services,Facilities (Catering & Cleaning),CAHC,Employees,Training Expenses,CIEH,14/03/2013,716.45
Customer & People Services,Facilities (Catering & Cleaning),CAHC,Employees,Training Expenses,CIEH,14/03/2013,141.95
Customer & People Services,Facilities (Catering & Cleaning),CAHC,Employees,Training Expenses,CIEH,22/03/2013,631.55
Customer & People Services,Facilities (Catering & Cleaning),CAMA,Employees,Staff Training,GOVNET COMMUNICATIONS,12/03/2013,590.00
Customer & People Services,Facilities (Catering & Cleaning),CAMA,Income,Fees & Charges General,APSE,05/03/2013,338.00
Customer & People Services,Facilities (Catering & Cleaning),CAMA,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),22/03/2013,"1,529.26"
Customer & People Services,Facilities (Catering & Cleaning),CAMA,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),22/03/2013,873.29
Customer & People Services,Facilities (Catering & Cleaning),CAMA,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,07/03/2013,957.55
Customer & People Services,Facilities (Catering & Cleaning),CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,07/03/2013,809.28
Customer & People Services,Facilities (Catering & Cleaning),CASM,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,07/03/2013,"3,014.32"
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,27/03/2013,156.99
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,183.65
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,114.86
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,27/03/2013,110.10
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,275.64
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,193.75
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,220.07
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,128.10
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,217.41
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,426.66
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,27/03/2013,152.42
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,27/03/2013,173.33
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,27/03/2013,101.71
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,146.68
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,27/03/2013,163.18
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,116.32
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,168.99
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,110.11
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,116.54
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,195.42
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,103.80
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,133.52
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,22/03/2013,136.50
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,22/03/2013,277.00
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,100.63
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,22/03/2013,117.62
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,28/03/2013,161.86
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,157.85
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,28/03/2013,104.57
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,106.89
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,229.88
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,102.15
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,154.08
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,NATIONWIDE RETAIL SYSTEMS LTD,22/03/2013,107.00
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,149.87
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,22/03/2013,108.98
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,118.07
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,163.49
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,160.27
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,22/03/2013,116.84
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,130.68
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,176.08
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,188.91
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,384.01
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,161.03
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,134.96
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,168.47
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,114.51
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,205.19
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,192.36
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,341.48
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,132.36
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,208.12
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,209.10
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,144.43
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,154.92
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,208.40
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,28/03/2013,102.00
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,144.85
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,SMART FOOD,12/03/2013,468.63
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,124.30
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,422.57
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,293.88
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,119.80
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,170.08
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,11/03/2013,146.85
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,11/03/2013,121.12
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,157.87
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,229.51
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,11/03/2013,118.98
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,11/03/2013,102.38
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,11/03/2013,104.51
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,12/03/2013,135.09
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,235.35
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,163.61
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,108.54
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,150.96
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,128.45
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,219.23
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,238.81
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,SAFY IMPEX T/A SPICE TIME,12/03/2013,229.00
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,147.72
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,114.25
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,138.19
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,111.65
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,256.57
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,133.92
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,241.81
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,28/03/2013,115.33
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,174.86
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,28/03/2013,103.91
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,28/03/2013,124.38
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,28/03/2013,100.90
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,277.76
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,28/03/2013,138.87
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,28/03/2013,104.75
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,28/03/2013,116.09
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,28/03/2013,100.18
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,28/03/2013,180.77
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,28/03/2013,109.10
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,28/03/2013,115.57
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,136.36
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,FRESHVIEW FOODS LTD,28/03/2013,149.66
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,ROWLANDS & COMPANY,28/03/2013,104.29
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,107.90
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,232.06
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,-166.86
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,295.13
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,157.85
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,118.25
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,133.47
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,12/03/2013,117.62
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,119.56
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,115.29
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,115.00
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,164.41
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,21/03/2013,280.82
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,118.60
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,282.06
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,100.16
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,122.48
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,249.35
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,205.90
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,149.74
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,112.46
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,141.82
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,108.07
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,106.05
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,182.36
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,148.97
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,110.58
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,118.15
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,141.67
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,G N BADLEY & SONS,11/03/2013,174.74
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,263.63
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,110.49
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,228.10
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,213.98
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,103.07
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,135.59
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,183.66
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,228.59
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,106.64
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,130.80
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,105.47
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,14/03/2013,222.22
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,WELSH BROS FOODS LTD,27/03/2013,101.40
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,144.00
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,118.99
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,180.61
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,274.91
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,122.21
Customer & People Services,Facilities (Catering & Cleaning),CASP,Supplies & Services,Provisions,BIKOLD,07/03/2013,134.53
