Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,27/03/2014,262.68,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,27/03/2014,146.63,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,27/03/2014,109.52,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,27/03/2014,123.02,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,27/03/2014,149.91,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,27/03/2014,424.74,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,24/03/2014,181.63,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,John Sheppard Catering Butchers,26/03/2014,123.38,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,18/03/2014,179.64,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,18/03/2014,195.85,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,SMART FOOD,18/03/2014,235.2,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,18/03/2014,149.7,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,THE FABULOUS BAKIN BOYS,18/03/2014,146.02,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,18/03/2014,119.76,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,18/03/2014,530.2,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,18/03/2014,220.56,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,TROPICAL ICE,18/03/2014,260,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,18/03/2014,217.8,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,18/03/2014,149.7,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,19/03/2014,144.05,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,122.42,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,162.89,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,202.09,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,104.14,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,183.6,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,378.45,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,299.71,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,108.29,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,135.32,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,203.79,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,135.1,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,359.02,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,20/03/2014,166.3,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/03/2014,155.44,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/03/2014,179.64,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/03/2014,124.75,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,RADNOR HILLS MINERAL WATER COMPANY LTD,05/03/2014,109.78,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/03/2014,166.35,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/03/2014,166.35,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/03/2014,505.64,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/03/2014,166.35,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/03/2014,140.9,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,Brambles Foods Ltd,05/03/2014,232.32,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,159.4,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,501.35,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,164.5,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,106.97,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,123.2,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,112.63,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,153.12,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,220.68,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,122.66,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,190.14,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,129.91,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,260.25,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,118.3,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,102.89,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,138.21,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,313.02,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,331.21,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,133.25,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,360.48,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,115.19,,,,,,,,
Customer Services,Catering & Home Care,CASS,Supplies & Services,Provisions,BIKOLD,06/03/2014,157.55,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,13/03/2014,131.97,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,13/03/2014,230.18,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,13/03/2014,107.3,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,27/03/2014,153.6,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,27/03/2014,141.99,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,27/03/2014,177.18,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,27/03/2014,121.58,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,20/03/2014,419.79,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,20/03/2014,145.11,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,20/03/2014,-200.16,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,20/03/2014,232.27,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,20/03/2014,125.52,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,06/03/2014,119.43,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,06/03/2014,166.65,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,06/03/2014,160.08,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,06/03/2014,100.63,,,,,,,,
Customer Services,Catering & Home Care,CASX,Supplies & Services,Provisions,BIKOLD,06/03/2014,202,,,,,,,,
Customer Services,Catering & Home Care,CFAN,Capital Financing Costs,Unitary Charge,PYRAMID SCHOOLS (HADLEY) LTD,25/03/2014,818679.29,,,,,,,,
Customer Services,Catering & Home Care,CHOL,Supplies & Services,Provisions,ROWLANDS & COMPANY,13/03/2014,163.61,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Holidays & Outings,Vegware,13/03/2014,141.34,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Aroma Tea & Coffee Merchants,13/03/2014,169.2,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/03/2014,100.41,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,John Sheppard Catering Butchers,13/03/2014,124.64,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,13/03/2014,297.06,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,13/03/2014,337.55,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,13/03/2014,263.52,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,13/03/2014,285.82,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,13/03/2014,299.52,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,13/03/2014,327.86,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,13/03/2014,239.17,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,13/03/2014,255.83,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,13/03/2014,236.66,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,13/03/2014,147.44,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,13/03/2014,160.62,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,13/03/2014,118.32,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,20/03/2014,274.18,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,27/03/2014,112.66,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,27/03/2014,102.42,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,27/03/2014,145.61,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,20/03/2014,275.93,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Brambles Foods Ltd,20/03/2014,285.82,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,Aroma Tea & Coffee Merchants,20/03/2014,165.78,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,20/03/2014,297.01,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,20/03/2014,180.82,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,20/03/2014,284.93,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,20/03/2014,218.97,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,06/03/2014,233.6,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,06/03/2014,116.64,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,06/03/2014,255.01,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,06/03/2014,108.84,,,,,,,,
Customer Services,Catering & Home Care,COMM,Supplies & Services,Provisions,BIKOLD,06/03/2014,136.76,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Translation Services,VISS LTD,12/03/2014,125,,,,,,,,
Customer Services,Customer & Registrars Services,LMAA,Supplies & Services,Translation Services,VISS LTD,21/03/2014,125,,,,,,,,
Customer Services,Customer & Registrars Services,LSAA,Supplies & Services,Equipment - Hire,OASIS INTERIOR LANDSCAPING,26/03/2014,332.85,,,,,,,,
Customer Services,Customer & Registrars Services,LSAA,Supplies & Services,Subscriptions,THE OFFICE OF THE IMMIGRATION SERVICES COMMISSIONER,19/03/2014,575,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Postages,NEOPOST LTD,11/03/2014,400,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Funeral Services,C J WILLIAMS FUNERAL SERVICES,28/03/2014,179,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,COALBROOKDALE PAROCHIAL CHURCH COUNCIL,26/03/2014,222.66,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,ST PETERS PARISH CHURCH,28/03/2014,222.66,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,ST LEONARDS DCC,28/03/2014,667.98,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,WATERS UPTON PARISH COUNCIL ,28/03/2014,222.66,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,ST PETERS CHURCH,28/03/2014,222.66,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,HOLY TRINITY CHURCH DAWLEY DCC,28/03/2014,445.32,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,LITTLE WENLOCK PAROCHIAL CHURCH COUNCIL,28/03/2014,222.66,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,PCC WROCKWARDINE WOOD RESTORATION,28/03/2014,222.66,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,ST GEORGES PAROCHIAL CHURCH COUNCIL,28/03/2014,222.66,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,DAWLEY BAPTIST CHURCH,28/03/2014,222.66,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Supplies & Services,Grants To Voluntary Organisations,ST MATTHEWS PAROCHIAL CHURCH COUNCIL,28/03/2014,222.66,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,18/03/2014,2745.25,,,,,,,,
Customer Services,Customer & Registrars Services,LSAB,Premises-Related Expenditure,Grounds Maintenance - Cemeteries,P & W MAINTENANCE CONTRACTING LTD,18/03/2014,3909.16,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,ASAB,Supplies & Services,Other Expenses,BUSINESS WATCH GUARDING LIMITED,24/03/2014,130,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAD,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,26/03/2014,17898.18,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAM,Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,07/03/2014,169.13,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,R&M -Buildings DLO Charge,NOBRIDGE LTD,06/03/2014,3351.81,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAA,Premises-Related Expenditure,R&M -Buildings DLO Charge,NOBRIDGE LTD,06/03/2014,3351.81,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAX,Premises-Related Expenditure,R&M -Buildings DLO Charge,AY FABRICATIONS LTD,24/03/2014,130,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAS,Premises-Related Expenditure,R&M -Buildings DLO Charge,PHS DATASHRED,27/03/2014,3262.5,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAS,Premises-Related Expenditure,R&M -Buildings DLO Charge,TELFORD & WREKIN SERVICES LTD,17/03/2014,2742.11,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAS,Employees,Training Expenses,APSE (MANCHESTER),07/03/2014,219,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,13/03/2014,-1488,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,13/03/2014,350,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,13/03/2014,1138,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,DCI RECYCLING,13/03/2014,560,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Supplies & Services,Equipment - Hire,DCI RECYCLING,24/03/2014,423.33,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Supplies & Services,Equipment - Hire,DCI RECYCLING,27/03/2014,116.67,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,07/03/2014,139.44,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CFAY,Premises-Related Expenditure,R&M -Buildings DLO Charge,SDT ELECTRICAL LTD,21/03/2014,129.44,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,12/03/2014,105.9,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,12/03/2014,139.62,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,12/03/2014,133.15,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,12/03/2014,172.91,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,12/03/2014,202.19,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,28/03/2014,163.4,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/03/2014,127.72,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/03/2014,209.24,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/03/2014,286.52,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),26/03/2014,122.52,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/03/2014,112.18,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/03/2014,259.6,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/03/2014,199.31,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/03/2014,329.06,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,17/03/2014,136.78,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,19/03/2014,112.5,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,19/03/2014,112.5,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,07/03/2014,105.06,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,07/03/2014,130.43,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,07/03/2014,225.9,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/03/2014,132.88,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/03/2014,157.26,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/03/2014,170.84,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/03/2014,135.68,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,20/03/2014,137.5,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),26/03/2014,142.83,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/03/2014,138.76,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/03/2014,194.21,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/03/2014,100.2,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/03/2014,111.34,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/03/2014,156.01,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/03/2014,145.27,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,03/03/2014,112.5,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLCM,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,07/03/2014,128.29,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,07/03/2014,207.66,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSX,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,26/03/2014,137.92,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,19/03/2014,112.5,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,19/03/2014,123.75,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,19/03/2014,163.13,,,,,,,,
Customer Services,Facilities Management and Cleaning Services,CLSP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,19/03/2014,112.5,,,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Computer Hardware,DELL CORPORATION,13/03/2014,11350.5,,,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Other Capital Expenditure,NATIONWIDE RETAIL SYSTEMS LTD,31/03/2014,2240,,,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Other Capital Expenditure,Oaresome LTD,13/03/2014,9660,,,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,JADU LIMITED,28/03/2014,7200,,,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,OPTEVIA,27/03/2014,940,,,,,,,,
Customer Services,ICT,WCAG,Capital Expenditure,Payments to Contractor,CIVICA UK LIMITED,27/03/2014,206.83,,,,,,,,
